"","cell","treat","metacell","color","cell_type"
"3002","CTC3_p2.CTC3_p2102","BMP4_2ug","M1093.52","#67000d","TGC progenitors"
"3003","CTC3_p2.CTC3_p2104","BMP4_2ug","M981.91","#90BF75","Definitive ectoderm"
"3004","CTC3_p2.CTC3_p2106","BMP4_2ug","M69.00","#DFCDE4","Late nascent mesoderm"
"3005","CTC3_p2.CTC3_p2108","BMP4_2ug","M2033.63","#C594BF","Early nascent mesoderm"
"3006","CTC3_p2.CTC3_p2109","BMP4_2ug","M30.95","#DFCDE4","Late nascent mesoderm"
"3007","CTC3_p2.CTC3_p2110","BMP4_2ug","M25.54","#C594BF","Early nascent mesoderm"
"3008","CTC3_p2.CTC3_p2111","BMP4_2ug","M69.00","#DFCDE4","Late nascent mesoderm"
"3009","CTC3_p2.CTC3_p2113","BMP4_2ug","M936.27","#90BF75","Definitive ectoderm"
"3010","CTC3_p2.CTC3_p2114","BMP4_2ug","M1953.95","#9e6762","Caudal epiblast"
"3011","CTC3_p2.CTC3_p2115","BMP4_2ug","M950.86","#90BF75","Definitive ectoderm"
"3012","CTC3_p2.CTC3_p2117","BMP4_2ug","M809.18","#cc7818","Amnion/Chorion progenitor"
"3013","CTC3_p2.CTC3_p2118","BMP4_2ug","M995.99","#90BF75","Definitive ectoderm"
"3014","CTC3_p2.CTC3_p2119","BMP4_2ug","M30.95","#DFCDE4","Late nascent mesoderm"
"3015","CTC3_p2.CTC3_p2120","BMP4_2ug","M950.86","#90BF75","Definitive ectoderm"
"3016","CTC3_p2.CTC3_p2121","BMP4_2ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"3017","CTC3_p2.CTC3_p2122","BMP4_2ug","M936.27","#90BF75","Definitive ectoderm"
"3018","CTC3_p2.CTC3_p2123","BMP4_2ug","M985.78","#DABE99","Primitive streak"
"3019","CTC3_p2.CTC3_p2124","BMP4_2ug","M1455.31","#EF5A9D","Gut"
"3020","CTC3_p2.CTC3_p2125","BMP4_2ug","M918.97","#90BF75","Definitive ectoderm"
"3021","CTC3_p2.CTC3_p2126","BMP4_2ug","M2020.42","#DFCDE4","Late nascent mesoderm"
"3022","CTC3_p2.CTC3_p2127","BMP4_2ug","M732.76","#8870ad","ExE mesoderm"
"3023","CTC3_p2.CTC3_p2128","BMP4_2ug","M1920.13","#DFCDE4","Late nascent mesoderm"
"3024","CTC3_p2.CTC3_p2129","BMP4_2ug","M78.77","#C594BF","Early nascent mesoderm"
"3025","CTC3_p2.CTC3_p2131","BMP4_2ug","M985.78","#DABE99","Primitive streak"
"3026","CTC3_p2.CTC3_p2132","BMP4_2ug","M1502.85","#ffd854","Chorion progenitors"
"3027","CTC3_p2.CTC3_p2133","BMP4_2ug","M1455.31","#EF5A9D","Gut"
"3028","CTC3_p2.CTC3_p2135","BMP4_2ug","M950.86","#90BF75","Definitive ectoderm"
"3029","CTC3_p2.CTC3_p2136","BMP4_2ug","M1093.52","#67000d","TGC progenitors"
"3030","CTC3_p2.CTC3_p2137","BMP4_2ug","M1953.95","#9e6762","Caudal epiblast"
"3031","CTC3_p2.CTC3_p2138","BMP4_2ug","M2393.47","#C594BF","Early nascent mesoderm"
"3032","CTC3_p2.CTC3_p2139","BMP4_2ug","M1012.20","#d6616b","EPC progenitors"
"3033","CTC3_p2.CTC3_p2140","BMP4_2ug","M992.65","#DABE99","Primitive streak"
"3034","CTC3_p2.CTC3_p2141","BMP4_2ug","M2028.87","#DFCDE4","Late nascent mesoderm"
"3035","CTC3_p2.CTC3_p2143","BMP4_2ug","M30.95","#DFCDE4","Late nascent mesoderm"
"3036","CTC3_p2.CTC3_p2145","BMP4_2ug","M944.73","#635547","Epiblast"
"3037","CTC3_p2.CTC3_p2146","BMP4_2ug","M732.76","#8870ad","ExE mesoderm"
"3038","CTC3_p2.CTC3_p2147","BMP4_2ug","M31.30","#DFCDE4","Late nascent mesoderm"
"3039","CTC3_p2.CTC3_p2148","BMP4_2ug","M69.00","#DFCDE4","Late nascent mesoderm"
"3040","CTC3_p2.CTC3_p2149","BMP4_2ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"3041","CTC3_p2.CTC3_p2150","BMP4_2ug","M924.30","#90BF75","Definitive ectoderm"
"3042","CTC3_p2.CTC3_p2151","BMP4_2ug","M936.27","#90BF75","Definitive ectoderm"
"3043","CTC3_p2.CTC3_p2152","BMP4_2ug","M739.69","#8870ad","ExE mesoderm"
"3044","CTC3_p2.CTC3_p2153","BMP4_2ug","M985.78","#DABE99","Primitive streak"
"3045","CTC3_p2.CTC3_p2154","BMP4_2ug","M1515.51","#ffd854","Chorion progenitors"
"3046","CTC3_p2.CTC3_p2155","BMP4_2ug","M27.88","#53f1fc","Cardiopharyngeal mesoderm"
"3047","CTC3_p2.CTC3_p2156","BMP4_2ug","M2028.87","#DFCDE4","Late nascent mesoderm"
"3048","CTC3_p2.CTC3_p2157","BMP4_2ug","M809.18","#cc7818","Amnion/Chorion progenitor"
"3049","CTC3_p2.CTC3_p2158","BMP4_2ug","M2020.42","#DFCDE4","Late nascent mesoderm"
"3050","CTC3_p2.CTC3_p2159","BMP4_2ug","M981.91","#90BF75","Definitive ectoderm"
"3051","CTC3_p2.CTC3_p2161","BMP4_2ug","M732.76","#8870ad","ExE mesoderm"
"3052","CTC3_p2.CTC3_p2162","BMP4_2ug","M1978.41","#DFCDE4","Late nascent mesoderm"
"3053","CTC3_p2.CTC3_p2163","BMP4_2ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"3054","CTC3_p2.CTC3_p2164","BMP4_2ug","M903.97","#635547","Epiblast"
"3055","CTC3_p2.CTC3_p2165","BMP4_2ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"3056","CTC3_p2.CTC3_p2166","BMP4_2ug","M936.27","#90BF75","Definitive ectoderm"
"3057","CTC3_p2.CTC3_p2167","BMP4_2ug","M1953.95","#9e6762","Caudal epiblast"
"3058","CTC3_p2.CTC3_p2169","BMP4_2ug","M1932.10","#DFCDE4","Late nascent mesoderm"
"3059","CTC3_p2.CTC3_p2172","BMP4_2ug","M2020.42","#DFCDE4","Late nascent mesoderm"
"3060","CTC3_p2.CTC3_p2174","BMP4_2ug","M976.37","#635547","Epiblast"
"3061","CTC3_p2.CTC3_p2175","BMP4_2ug","M950.86","#90BF75","Definitive ectoderm"
"3062","CTC3_p2.CTC3_p2176","BMP4_2ug","M771.80","#cc7818","Amnion/Chorion progenitor"
"3063","CTC3_p2.CTC3_p2180","BMP4_2ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"3064","CTC3_p2.CTC3_p2181","BMP4_2ug","M807.01","#cc7818","Amnion/Chorion progenitor"
"3065","CTC3_p2.CTC3_p2182","BMP4_2ug","M1953.95","#9e6762","Caudal epiblast"
"3066","CTC3_p2.CTC3_p2183","BMP4_2ug","M918.97","#90BF75","Definitive ectoderm"
"3067","CTC3_p2.CTC3_p2184","BMP4_2ug","M126.91","#C594BF","Early nascent mesoderm"
"3068","CTC3_p2.CTC3_p2185","BMP4_2ug","M69.00","#DFCDE4","Late nascent mesoderm"
"3069","CTC3_p2.CTC3_p2186","BMP4_2ug","M1920.13","#DFCDE4","Late nascent mesoderm"
"3070","CTC3_p2.CTC3_p2188","BMP4_2ug","M924.30","#90BF75","Definitive ectoderm"
"3071","CTC3_p2.CTC3_p2190","BMP4_2ug","M861.32","#cc7818","Amnion/Chorion progenitor"
"3072","CTC3_p2.CTC3_p2191","BMP4_2ug","M30.95","#DFCDE4","Late nascent mesoderm"
"3073","CTC3_p2.CTC3_p2192","BMP4_2ug","M1452.88","#EF5A9D","Gut"
"3074","CTC3_p2.CTC3_p2193","BMP4_2ug","M31.30","#DFCDE4","Late nascent mesoderm"
"3075","CTC3_p2.CTC3_p2195","BMP4_2ug","M732.76","#8870ad","ExE mesoderm"
"3076","CTC3_p2.CTC3_p2197","BMP4_2ug","M30.95","#DFCDE4","Late nascent mesoderm"
"3077","CTC3_p2.CTC3_p2198","BMP4_2ug","M1920.13","#DFCDE4","Late nascent mesoderm"
"3078","CTC3_p2.CTC3_p2199","BMP4_2ug","M981.91","#90BF75","Definitive ectoderm"
"3079","CTC3_p2.CTC3_p2200","BMP4_2ug","M1953.95","#9e6762","Caudal epiblast"
"3080","CTC3_p2.CTC3_p2201","BMP4_2ug","M989.95","#90BF75","Definitive ectoderm"
"3081","CTC3_p2.CTC3_p2205","BMP4_2ug","M1607.05","#ffad1e","Chorion"
"3082","CTC3_p2.CTC3_p2206","BMP4_2ug","M809.18","#cc7818","Amnion/Chorion progenitor"
"3083","CTC3_p2.CTC3_p2208","BMP4_2ug","M31.30","#DFCDE4","Late nascent mesoderm"
"3084","CTC3_p2.CTC3_p2209","BMP4_2ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"3085","CTC3_p2.CTC3_p2210","BMP4_2ug","M1953.95","#9e6762","Caudal epiblast"
"3086","CTC3_p2.CTC3_p2211","BMP4_2ug","M771.80","#cc7818","Amnion/Chorion progenitor"
"3087","CTC3_p2.CTC3_p2213","BMP4_2ug","M2435.05","#0F4A9C","Node/Notochord"
"3088","CTC3_p2.CTC3_p2214","BMP4_2ug","M950.86","#90BF75","Definitive ectoderm"
"3089","CTC3_p2.CTC3_p2215","BMP4_2ug","M1231.34","#7F6874","ExE visceral endoderm"
"3090","CTC3_p2.CTC3_p2216","BMP4_2ug","M1919.25","#C594BF","Early nascent mesoderm"
"3091","CTC3_p2.CTC3_p2217","BMP4_2ug","M30.95","#DFCDE4","Late nascent mesoderm"
"3092","CTC3_p2.CTC3_p2218","BMP4_2ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"3093","CTC3_p2.CTC3_p2219","BMP4_2ug","M918.97","#90BF75","Definitive ectoderm"
"3094","CTC3_p2.CTC3_p2220","BMP4_2ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"3095","CTC3_p2.CTC3_p2221","BMP4_2ug","M2033.63","#C594BF","Early nascent mesoderm"
"3096","CTC3_p2.CTC3_p2222","BMP4_2ug","M1919.25","#C594BF","Early nascent mesoderm"
"3097","CTC3_p2.CTC3_p2223","BMP4_2ug","M926.33","#635547","Epiblast"
"3098","CTC3_p2.CTC3_p2224","BMP4_2ug","M936.27","#90BF75","Definitive ectoderm"
"3099","CTC3_p2.CTC3_p2225","BMP4_2ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"3100","CTC3_p2.CTC3_p2226","BMP4_2ug","M30.95","#DFCDE4","Late nascent mesoderm"
"3101","CTC3_p2.CTC3_p2228","BMP4_2ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"3102","CTC3_p2.CTC3_p2230","BMP4_2ug","M31.30","#DFCDE4","Late nascent mesoderm"
"3103","CTC3_p2.CTC3_p2231","BMP4_2ug","M959.17","#90BF75","Definitive ectoderm"
"3104","CTC3_p2.CTC3_p2232","BMP4_2ug","M27.88","#53f1fc","Cardiopharyngeal mesoderm"
"3105","CTC3_p2.CTC3_p2233","BMP4_2ug","M1270.91","#7F6874","ExE visceral endoderm"
"3106","CTC3_p2.CTC3_p2234","BMP4_2ug","M936.27","#90BF75","Definitive ectoderm"
"3107","CTC3_p2.CTC3_p2235","BMP4_2ug","M1515.51","#ffd854","Chorion progenitors"
"3108","CTC3_p2.CTC3_p2236","BMP4_2ug","M950.86","#90BF75","Definitive ectoderm"
"3109","CTC3_p2.CTC3_p2238","BMP4_2ug","M1455.31","#EF5A9D","Gut"
"3110","CTC3_p2.CTC3_p2239","BMP4_2ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"3111","CTC3_p2.CTC3_p2241","BMP4_2ug","M976.37","#635547","Epiblast"
"3112","CTC3_p2.CTC3_p2242","BMP4_2ug","M30.95","#DFCDE4","Late nascent mesoderm"
"3113","CTC3_p2.CTC3_p2243","BMP4_2ug","M938.32","#635547","Epiblast"
"3114","CTC3_p2.CTC3_p2244","BMP4_2ug","M1607.05","#ffad1e","Chorion"
"3115","CTC3_p2.CTC3_p2245","BMP4_2ug","M950.86","#90BF75","Definitive ectoderm"
"3116","CTC3_p2.CTC3_p2246","BMP4_2ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"3117","CTC3_p2.CTC3_p2247","BMP4_2ug","M981.91","#90BF75","Definitive ectoderm"
"3118","CTC3_p2.CTC3_p2248","BMP4_2ug","M1530.53","#ffd854","Chorion progenitors"
"3119","CTC3_p2.CTC3_p2251","BMP4_2ug","M726.25","#8870ad","ExE mesoderm"
"3120","CTC3_p2.CTC3_p2252","BMP4_2ug","M27.88","#53f1fc","Cardiopharyngeal mesoderm"
"3121","CTC3_p2.CTC3_p2255","BMP4_2ug","M992.65","#DABE99","Primitive streak"
"3122","CTC3_p2.CTC3_p2257","BMP4_2ug","M2033.63","#C594BF","Early nascent mesoderm"
"3123","CTC3_p2.CTC3_p2258","BMP4_2ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"3124","CTC3_p2.CTC3_p2259","BMP4_2ug","M918.97","#90BF75","Definitive ectoderm"
"3125","CTC3_p2.CTC3_p2260","BMP4_2ug","M936.27","#90BF75","Definitive ectoderm"
"3126","CTC3_p2.CTC3_p2263","BMP4_2ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"3127","CTC3_p2.CTC3_p2265","BMP4_2ug","M2020.42","#DFCDE4","Late nascent mesoderm"
"3128","CTC3_p2.CTC3_p2266","BMP4_2ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"3129","CTC3_p2.CTC3_p2267","BMP4_2ug","M1452.88","#EF5A9D","Gut"
"3130","CTC3_p2.CTC3_p2268","BMP4_2ug","M2484.54","#C594BF","Early nascent mesoderm"
"3131","CTC3_p2.CTC3_p2270","BMP4_2ug","M1010.58","#d6616b","EPC progenitors"
"3132","CTC3_p2.CTC3_p2271","BMP4_2ug","M31.30","#DFCDE4","Late nascent mesoderm"
"3133","CTC3_p2.CTC3_p2272","BMP4_2ug","M950.86","#90BF75","Definitive ectoderm"
"3134","CTC3_p2.CTC3_p2273","BMP4_2ug","M1953.95","#9e6762","Caudal epiblast"
"3135","CTC3_p2.CTC3_p2274","BMP4_2ug","M977.37","#635547","Epiblast"
"3136","CTC3_p2.CTC3_p2275","BMP4_2ug","M950.86","#90BF75","Definitive ectoderm"
"3137","CTC3_p2.CTC3_p2277","BMP4_2ug","M1455.31","#EF5A9D","Gut"
"3138","CTC3_p2.CTC3_p2278","BMP4_2ug","M105.51","#C594BF","Early nascent mesoderm"
"3139","CTC3_p2.CTC3_p2279","BMP4_2ug","M777.35","#cc7818","Amnion/Chorion progenitor"
"3140","CTC3_p2.CTC3_p2281","BMP4_2ug","M936.27","#90BF75","Definitive ectoderm"
"3141","CTC3_p2.CTC3_p2282","BMP4_2ug","M2020.42","#DFCDE4","Late nascent mesoderm"
"3142","CTC3_p2.CTC3_p2283","BMP4_2ug","M27.88","#53f1fc","Cardiopharyngeal mesoderm"
"3143","CTC3_p2.CTC3_p2284","BMP4_2ug","M916.40","#635547","Epiblast"
"3144","CTC3_p2.CTC3_p2285","BMP4_2ug","M69.00","#DFCDE4","Late nascent mesoderm"
"3145","CTC3_p2.CTC3_p2288","BMP4_2ug","M981.91","#90BF75","Definitive ectoderm"
"3146","CTC3_p2.CTC3_p2289","BMP4_2ug","M1270.91","#7F6874","ExE visceral endoderm"
"3147","CTC3_p2.CTC3_p2291","BMP4_2ug","M916.40","#635547","Epiblast"
"3148","CTC3_p2.CTC3_p2292","BMP4_2ug","M30.95","#DFCDE4","Late nascent mesoderm"
"3149","CTC3_p2.CTC3_p2293","BMP4_2ug","M2046.36","#C594BF","Early nascent mesoderm"
"3150","CTC3_p2.CTC3_p2294","BMP4_2ug","M1231.34","#7F6874","ExE visceral endoderm"
"3151","CTC3_p2.CTC3_p2296","BMP4_2ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"3152","CTC3_p2.CTC3_p2297","BMP4_2ug","M2045.92","#DABE99","Primitive streak"
"3153","CTC3_p2.CTC3_p2298","BMP4_2ug","M1953.95","#9e6762","Caudal epiblast"
"3154","CTC3_p2.CTC3_p2299","BMP4_2ug","M936.27","#90BF75","Definitive ectoderm"
"3155","CTC3_p2.CTC3_p2300","BMP4_2ug","M732.76","#8870ad","ExE mesoderm"
"3156","CTC3_p2.CTC3_p2302","BMP4_2ug","M1920.13","#DFCDE4","Late nascent mesoderm"
"3157","CTC3_p2.CTC3_p2303","BMP4_2ug","M960.97","#DABE99","Primitive streak"
"3158","CTC3_p2.CTC3_p2304","BMP4_2ug","M30.95","#DFCDE4","Late nascent mesoderm"
"3159","CTC3_p2.CTC3_p2306","BMP4_2ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"3160","CTC3_p2.CTC3_p2307","BMP4_2ug","M2020.42","#DFCDE4","Late nascent mesoderm"
"3161","CTC3_p2.CTC3_p2308","BMP4_2ug","M1953.95","#9e6762","Caudal epiblast"
"3162","CTC3_p2.CTC3_p2310","BMP4_2ug","M1455.31","#EF5A9D","Gut"
"3163","CTC3_p2.CTC3_p2311","BMP4_2ug","M809.18","#cc7818","Amnion/Chorion progenitor"
"3164","CTC3_p2.CTC3_p2312","BMP4_2ug","M918.97","#90BF75","Definitive ectoderm"
"3165","CTC3_p2.CTC3_p2313","BMP4_2ug","M1607.05","#ffad1e","Chorion"
"3166","CTC3_p2.CTC3_p2314","BMP4_2ug","M918.97","#90BF75","Definitive ectoderm"
"3167","CTC3_p2.CTC3_p2315","BMP4_2ug","M1452.88","#EF5A9D","Gut"
"3168","CTC3_p2.CTC3_p2316","BMP4_2ug","M959.17","#90BF75","Definitive ectoderm"
"3169","CTC3_p2.CTC3_p2317","BMP4_2ug","M30.95","#DFCDE4","Late nascent mesoderm"
"3170","CTC3_p2.CTC3_p2318","BMP4_2ug","M1515.51","#ffd854","Chorion progenitors"
"3171","CTC3_p2.CTC3_p2320","BMP4_2ug","M1093.52","#67000d","TGC progenitors"
"3172","CTC3_p2.CTC3_p2321","BMP4_2ug","M957.27","#DABE99","Primitive streak"
"3173","CTC3_p2.CTC3_p2322","BMP4_2ug","M918.97","#90BF75","Definitive ectoderm"
"3174","CTC3_p2.CTC3_p2323","BMP4_2ug","M2028.87","#DFCDE4","Late nascent mesoderm"
"3175","CTC3_p2.CTC3_p2324","BMP4_2ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"3176","CTC3_p2.CTC3_p2326","BMP4_2ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"3177","CTC3_p2.CTC3_p2327","BMP4_2ug","M944.73","#635547","Epiblast"
"3178","CTC3_p2.CTC3_p2328","BMP4_2ug","M936.27","#90BF75","Definitive ectoderm"
"3179","CTC3_p2.CTC3_p2329","BMP4_2ug","M876.99","#90BF75","Definitive ectoderm"
"3180","CTC3_p2.CTC3_p2330","BMP4_2ug","M938.32","#635547","Epiblast"
"3181","CTC3_p2.CTC3_p2331","BMP4_2ug","M950.86","#90BF75","Definitive ectoderm"
"3182","CTC3_p2.CTC3_p2332","BMP4_2ug","M739.69","#8870ad","ExE mesoderm"
"3183","CTC3_p2.CTC3_p2333","BMP4_2ug","M960.97","#DABE99","Primitive streak"
"3184","CTC3_p2.CTC3_p2334","BMP4_2ug","M777.35","#cc7818","Amnion/Chorion progenitor"
"3185","CTC3_p2.CTC3_p2335","BMP4_2ug","M81.68","#C594BF","Early nascent mesoderm"
"3186","CTC3_p2.CTC3_p2337","BMP4_2ug","M2028.87","#DFCDE4","Late nascent mesoderm"
"3187","CTC3_p2.CTC3_p2338","BMP4_2ug","M2028.87","#DFCDE4","Late nascent mesoderm"
"3188","CTC3_p2.CTC3_p2339","BMP4_2ug","M1953.95","#9e6762","Caudal epiblast"
"3189","CTC3_p2.CTC3_p2340","BMP4_2ug","M1978.41","#DFCDE4","Late nascent mesoderm"
"3190","CTC3_p2.CTC3_p2341","BMP4_2ug","M126.91","#C594BF","Early nascent mesoderm"
"3191","CTC3_p2.CTC3_p2342","BMP4_2ug","M739.69","#8870ad","ExE mesoderm"
"3192","CTC3_p2.CTC3_p2344","BMP4_2ug","M977.37","#635547","Epiblast"
"3193","CTC3_p2.CTC3_p2345","BMP4_2ug","M1978.41","#DFCDE4","Late nascent mesoderm"
"3194","CTC3_p2.CTC3_p2346","BMP4_2ug","M732.76","#8870ad","ExE mesoderm"
"3195","CTC3_p2.CTC3_p2347","BMP4_2ug","M1455.31","#EF5A9D","Gut"
"3196","CTC3_p2.CTC3_p2348","BMP4_2ug","M732.76","#8870ad","ExE mesoderm"
"3197","CTC3_p2.CTC3_p2349","BMP4_2ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"3198","CTC3_p2.CTC3_p2350","BMP4_2ug","M31.30","#DFCDE4","Late nascent mesoderm"
"3199","CTC3_p2.CTC3_p2351","BMP4_2ug","M2020.42","#DFCDE4","Late nascent mesoderm"
"3200","CTC3_p2.CTC3_p2352","BMP4_2ug","M1585.79","#ffd854","Chorion progenitors"
"3201","CTC3_p2.CTC3_p2353","BMP4_2ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"3202","CTC3_p2.CTC3_p2354","BMP4_2ug","M31.30","#DFCDE4","Late nascent mesoderm"
"3203","CTC3_p2.CTC3_p2355","BMP4_2ug","M985.78","#DABE99","Primitive streak"
"3204","CTC3_p2.CTC3_p2356","BMP4_2ug","M887.94","#90BF75","Definitive ectoderm"
"3205","CTC3_p2.CTC3_p2357","BMP4_2ug","M1920.13","#DFCDE4","Late nascent mesoderm"
"3206","CTC3_p2.CTC3_p2359","BMP4_2ug","M1270.91","#7F6874","ExE visceral endoderm"
"3207","CTC3_p2.CTC3_p2360","BMP4_2ug","M918.97","#90BF75","Definitive ectoderm"
"3208","CTC3_p2.CTC3_p2361","BMP4_2ug","M985.78","#DABE99","Primitive streak"
"3209","CTC3_p2.CTC3_p2362","BMP4_2ug","M950.86","#90BF75","Definitive ectoderm"
"3210","CTC3_p2.CTC3_p2363","BMP4_2ug","M957.27","#DABE99","Primitive streak"
"3211","CTC3_p2.CTC3_p2364","BMP4_2ug","M960.97","#DABE99","Primitive streak"
"3212","CTC3_p2.CTC3_p2365","BMP4_2ug","M987.37","#90BF75","Definitive ectoderm"
"3213","CTC3_p2.CTC3_p2366","BMP4_2ug","M1385.69","#EF5A9D","Gut"
"3214","CTC3_p2.CTC3_p2367","BMP4_2ug","M2020.42","#DFCDE4","Late nascent mesoderm"
"3215","CTC3_p2.CTC3_p2368","BMP4_2ug","M78.77","#C594BF","Early nascent mesoderm"
"3216","CTC3_p2.CTC3_p2369","BMP4_2ug","M2020.42","#DFCDE4","Late nascent mesoderm"
"3217","CTC3_p2.CTC3_p2371","BMP4_2ug","M1953.95","#9e6762","Caudal epiblast"
"3218","CTC3_p2.CTC3_p2372","BMP4_2ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"3219","CTC3_p2.CTC3_p2373","BMP4_2ug","M992.65","#DABE99","Primitive streak"
"3220","CTC3_p2.CTC3_p2375","BMP4_2ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"3221","CTC3_p2.CTC3_p2376","BMP4_2ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"3222","CTC3_p2.CTC3_p2377","BMP4_2ug","M924.30","#90BF75","Definitive ectoderm"
"3223","CTC3_p2.CTC3_p2379","BMP4_2ug","M2484.54","#C594BF","Early nascent mesoderm"
"3224","CTC3_p4.CTC3_p4001","NTC","M1540.21","#ffd854","Chorion progenitors"
"3225","CTC3_p4.CTC3_p4002","NTC","M57.77","#C594BF","Early nascent mesoderm"
"3226","CTC3_p4.CTC3_p4003","NTC","M57.77","#C594BF","Early nascent mesoderm"
"3227","CTC3_p4.CTC3_p4004","NTC","M1270.91","#7F6874","ExE visceral endoderm"
"3228","CTC3_p4.CTC3_p4005","NTC","M939.45","#635547","Epiblast"
"3229","CTC3_p4.CTC3_p4006","NTC","M1920.13","#DFCDE4","Late nascent mesoderm"
"3230","CTC3_p4.CTC3_p4008","NTC","M1452.88","#EF5A9D","Gut"
"3231","CTC3_p4.CTC3_p4009","NTC","M2507.18","#cc7818","Amnion/Chorion progenitor"
"3232","CTC3_p4.CTC3_p4010","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"3233","CTC3_p4.CTC3_p4011","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"3234","CTC3_p4.CTC3_p4012","NTC","M57.77","#C594BF","Early nascent mesoderm"
"3235","CTC3_p4.CTC3_p4015","NTC","M939.45","#635547","Epiblast"
"3236","CTC3_p4.CTC3_p4016","NTC","M989.95","#90BF75","Definitive ectoderm"
"3237","CTC3_p4.CTC3_p4017","NTC","M903.97","#635547","Epiblast"
"3238","CTC3_p4.CTC3_p4018","NTC","M879.76","#DABE99","Primitive streak"
"3239","CTC3_p4.CTC3_p4020","NTC","M1607.05","#ffad1e","Chorion"
"3240","CTC3_p4.CTC3_p4021","NTC","M1270.91","#7F6874","ExE visceral endoderm"
"3241","CTC3_p4.CTC3_p4022","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"3242","CTC3_p4.CTC3_p4030","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"3243","CTC3_p4.CTC3_p4031","NTC","M1985.91","#C594BF","Early nascent mesoderm"
"3244","CTC3_p4.CTC3_p4032","NTC","M879.76","#DABE99","Primitive streak"
"3245","CTC3_p4.CTC3_p4033","NTC","M1985.91","#C594BF","Early nascent mesoderm"
"3246","CTC3_p4.CTC3_p4034","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"3247","CTC3_p4.CTC3_p4035","NTC","M1585.79","#ffd854","Chorion progenitors"
"3248","CTC3_p4.CTC3_p4036","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"3249","CTC3_p4.CTC3_p4037","NTC","M57.77","#C594BF","Early nascent mesoderm"
"3250","CTC3_p4.CTC3_p4040","NTC","M1455.31","#EF5A9D","Gut"
"3251","CTC3_p4.CTC3_p4041","NTC","M879.76","#DABE99","Primitive streak"
"3252","CTC3_p4.CTC3_p4042","NTC","M978.79","#DABE99","Primitive streak"
"3253","CTC3_p4.CTC3_p4043","NTC","M30.95","#DFCDE4","Late nascent mesoderm"
"3254","CTC3_p4.CTC3_p4044","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"3255","CTC3_p4.CTC3_p4045","NTC","M943.40","#635547","Epiblast"
"3256","CTC3_p4.CTC3_p4047","NTC","M739.69","#8870ad","ExE mesoderm"
"3257","CTC3_p4.CTC3_p4054","NTC","M879.76","#DABE99","Primitive streak"
"3258","CTC3_p4.CTC3_p4056","NTC","M2028.87","#DFCDE4","Late nascent mesoderm"
"3259","CTC3_p4.CTC3_p4058","NTC","M1985.91","#C594BF","Early nascent mesoderm"
"3260","CTC3_p4.CTC3_p4059","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"3261","CTC3_p4.CTC3_p4061","NTC","M959.17","#90BF75","Definitive ectoderm"
"3262","CTC3_p4.CTC3_p4064","NTC","M2012.18","#C594BF","Early nascent mesoderm"
"3263","CTC3_p4.CTC3_p4066","NTC","M960.97","#DABE99","Primitive streak"
"3264","CTC3_p4.CTC3_p4070","NTC","M879.76","#DABE99","Primitive streak"
"3265","CTC3_p4.CTC3_p4072","NTC","M25.54","#C594BF","Early nascent mesoderm"
"3266","CTC3_p4.CTC3_p4074","NTC","M939.45","#635547","Epiblast"
"3267","CTC3_p4.CTC3_p4075","NTC","M1452.88","#EF5A9D","Gut"
"3268","CTC3_p4.CTC3_p4076","NTC","M57.77","#C594BF","Early nascent mesoderm"
"3269","CTC3_p4.CTC3_p4077","NTC","M903.97","#635547","Epiblast"
"3270","CTC3_p4.CTC3_p4078","NTC","M1270.91","#7F6874","ExE visceral endoderm"
