"","cell","treat","metacell","color","cell_type"
"1668","CTC3_p17.CTC3_p17156","BMP4_1ug","M1010.58","#d6616b","EPC progenitors"
"1669","CTC3_p17.CTC3_p17157","BMP4_1ug","M1012.20","#d6616b","EPC progenitors"
"1670","CTC3_p17.CTC3_p17159","BMP4_1ug","M1570.90","#ffd854","Chorion progenitors"
"1671","CTC3_p17.CTC3_p17161","BMP4_1ug","M1093.52","#67000d","TGC progenitors"
"1672","CTC3_p17.CTC3_p17163","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"1673","CTC3_p17.CTC3_p17168","BMP4_1ug","M1010.58","#d6616b","EPC progenitors"
"1674","CTC3_p17.CTC3_p17170","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"1675","CTC3_p17.CTC3_p17171","BMP4_1ug","M1585.79","#ffd854","Chorion progenitors"
"1676","CTC3_p17.CTC3_p17172","BMP4_1ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"1677","CTC3_p17.CTC3_p17173","BMP4_1ug","M1530.53","#ffd854","Chorion progenitors"
"1678","CTC3_p17.CTC3_p17179","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"1679","CTC3_p17.CTC3_p17180","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"1680","CTC3_p17.CTC3_p17183","BMP4_1ug","M1270.91","#7F6874","ExE visceral endoderm"
"1681","CTC3_p17.CTC3_p17185","BMP4_1ug","M1530.53","#ffd854","Chorion progenitors"
"1682","CTC3_p17.CTC3_p17186","BMP4_1ug","M1607.05","#ffad1e","Chorion"
"1683","CTC3_p17.CTC3_p17188","BMP4_1ug","M1077.15","#d6616b","EPC progenitors"
"1684","CTC3_p17.CTC3_p17190","BMP4_1ug","M1515.51","#ffd854","Chorion progenitors"
"1685","CTC3_p17.CTC3_p17195","BMP4_1ug","M1093.52","#67000d","TGC progenitors"
"1686","CTC3_p17.CTC3_p17196","BMP4_1ug","M1570.90","#ffd854","Chorion progenitors"
"1687","CTC3_p17.CTC3_p17197","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"1688","CTC3_p17.CTC3_p17203","BMP4_1ug","M1530.53","#ffd854","Chorion progenitors"
"1689","CTC3_p17.CTC3_p17205","BMP4_1ug","M1585.79","#ffd854","Chorion progenitors"
"1690","CTC3_p17.CTC3_p17206","BMP4_1ug","M1270.91","#7F6874","ExE visceral endoderm"
"1691","CTC3_p17.CTC3_p17211","BMP4_1ug","M1012.20","#d6616b","EPC progenitors"
"1692","CTC3_p17.CTC3_p17213","BMP4_1ug","M743.24","#cc7818","Amnion/Chorion progenitor"
"1693","CTC3_p17.CTC3_p17215","BMP4_1ug","M1530.53","#ffd854","Chorion progenitors"
"1694","CTC3_p17.CTC3_p17216","BMP4_1ug","M1585.79","#ffd854","Chorion progenitors"
"1695","CTC3_p17.CTC3_p17217","BMP4_1ug","M1077.15","#d6616b","EPC progenitors"
"1696","CTC3_p17.CTC3_p17222","BMP4_1ug","M1515.51","#ffd854","Chorion progenitors"
"1697","CTC3_p17.CTC3_p17223","BMP4_1ug","M1093.52","#67000d","TGC progenitors"
"1698","CTC3_p17.CTC3_p17225","BMP4_1ug","M1585.79","#ffd854","Chorion progenitors"
"1699","CTC3_p17.CTC3_p17228","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"1700","CTC3_p17.CTC3_p17231","BMP4_1ug","M1607.05","#ffad1e","Chorion"
"1701","CTC3_p17.CTC3_p17232","BMP4_1ug","M1585.79","#ffd854","Chorion progenitors"
"1702","CTC3_p17.CTC3_p17234","BMP4_1ug","M1010.58","#d6616b","EPC progenitors"
"1703","CTC3_p17.CTC3_p17239","BMP4_1ug","M1530.53","#ffd854","Chorion progenitors"
"1704","CTC3_p17.CTC3_p17241","BMP4_1ug","M1607.05","#ffad1e","Chorion"
"1705","CTC3_p17.CTC3_p17244","BMP4_1ug","M1010.58","#d6616b","EPC progenitors"
"1706","CTC3_p17.CTC3_p17246","BMP4_1ug","M2484.54","#C594BF","Early nascent mesoderm"
"1707","CTC3_p17.CTC3_p17249","BMP4_1ug","M809.18","#cc7818","Amnion/Chorion progenitor"
"1708","CTC3_p17.CTC3_p17257","BMP4_1ug","M1530.53","#ffd854","Chorion progenitors"
"1709","CTC3_p17.CTC3_p17258","BMP4_1ug","M1530.53","#ffd854","Chorion progenitors"
"1710","CTC3_p17.CTC3_p17259","BMP4_1ug","M1585.79","#ffd854","Chorion progenitors"
"1711","CTC3_p17.CTC3_p17260","BMP4_1ug","M1270.91","#7F6874","ExE visceral endoderm"
"1712","CTC3_p17.CTC3_p17262","BMP4_1ug","M1093.52","#67000d","TGC progenitors"
"1713","CTC3_p17.CTC3_p17273","BMP4_1ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"1714","CTC3_p17.CTC3_p17277","BMP4_1ug","M1518.42","#ffd854","Chorion progenitors"
"1715","CTC3_p17.CTC3_p17287","BMP4_1ug","M1502.85","#ffd854","Chorion progenitors"
"1716","CTC3_p17.CTC3_p17290","BMP4_1ug","M1530.53","#ffd854","Chorion progenitors"
"1717","CTC3_p17.CTC3_p17291","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"1718","CTC3_p17.CTC3_p17294","BMP4_1ug","M1585.79","#ffd854","Chorion progenitors"
"1719","CTC3_p17.CTC3_p17295","BMP4_1ug","M739.69","#8870ad","ExE mesoderm"
"1720","CTC3_p17.CTC3_p17297","BMP4_1ug","M1010.58","#d6616b","EPC progenitors"
"1721","CTC3_p17.CTC3_p17299","BMP4_1ug","M1093.52","#67000d","TGC progenitors"
"1722","CTC3_p17.CTC3_p17301","BMP4_1ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"1723","CTC3_p17.CTC3_p17307","BMP4_1ug","M1530.53","#ffd854","Chorion progenitors"
"1724","CTC3_p17.CTC3_p17308","BMP4_1ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"1725","CTC3_p17.CTC3_p17309","BMP4_1ug","M1012.20","#d6616b","EPC progenitors"
"1726","CTC3_p17.CTC3_p17310","BMP4_1ug","M1077.15","#d6616b","EPC progenitors"
"1727","CTC3_p17.CTC3_p17316","BMP4_1ug","M2485.22","#7F6874","ExE visceral endoderm"
"1728","CTC3_p17.CTC3_p17318","BMP4_1ug","M1502.85","#ffd854","Chorion progenitors"
"1729","CTC3_p17.CTC3_p17319","BMP4_1ug","M1530.53","#ffd854","Chorion progenitors"
"1730","CTC3_p17.CTC3_p17320","BMP4_1ug","M1010.58","#d6616b","EPC progenitors"
"1731","CTC3_p17.CTC3_p17325","BMP4_1ug","M1012.20","#d6616b","EPC progenitors"
"1732","CTC3_p17.CTC3_p17328","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"1733","CTC3_p17.CTC3_p17331","BMP4_1ug","M1077.15","#d6616b","EPC progenitors"
"1734","CTC3_p17.CTC3_p17332","BMP4_1ug","M743.24","#cc7818","Amnion/Chorion progenitor"
"1735","CTC3_p17.CTC3_p17333","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"1736","CTC3_p17.CTC3_p17339","BMP4_1ug","M1012.20","#d6616b","EPC progenitors"
"1737","CTC3_p17.CTC3_p17340","BMP4_1ug","M1010.58","#d6616b","EPC progenitors"
"1738","CTC3_p17.CTC3_p17342","BMP4_1ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"1739","CTC3_p17.CTC3_p17348","BMP4_1ug","M1515.51","#ffd854","Chorion progenitors"
"1740","CTC3_p17.CTC3_p17349","BMP4_1ug","M1570.90","#ffd854","Chorion progenitors"
"1741","CTC3_p17.CTC3_p17350","BMP4_1ug","M1093.52","#67000d","TGC progenitors"
"1742","CTC3_p17.CTC3_p17351","BMP4_1ug","M809.18","#cc7818","Amnion/Chorion progenitor"
"1743","CTC3_p17.CTC3_p17353","BMP4_1ug","M1270.91","#7F6874","ExE visceral endoderm"
"1744","CTC3_p17.CTC3_p17354","BMP4_1ug","M1515.51","#ffd854","Chorion progenitors"
"1745","CTC3_p17.CTC3_p17355","BMP4_1ug","M1231.34","#7F6874","ExE visceral endoderm"
"1746","CTC3_p17.CTC3_p17359","BMP4_1ug","M861.32","#cc7818","Amnion/Chorion progenitor"
"1747","CTC3_p17.CTC3_p17361","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"1748","CTC3_p17.CTC3_p17363","BMP4_1ug","M1093.52","#67000d","TGC progenitors"
"1749","CTC3_p17.CTC3_p17364","BMP4_1ug","M809.18","#cc7818","Amnion/Chorion progenitor"
"1750","CTC3_p17.CTC3_p17365","BMP4_1ug","M1585.79","#ffd854","Chorion progenitors"
"1751","CTC3_p17.CTC3_p17366","BMP4_1ug","M1012.20","#d6616b","EPC progenitors"
"1752","CTC3_p17.CTC3_p17370","BMP4_1ug","M1502.85","#ffd854","Chorion progenitors"
"1753","CTC3_p17.CTC3_p17372","BMP4_1ug","M1077.15","#d6616b","EPC progenitors"
"1754","CTC1_p1.CTC1_p1001","NTC","M1502.85","#ffd854","Chorion progenitors"
"1755","CTC1_p1.CTC1_p1002","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1756","CTC1_p1.CTC1_p1003","NTC","M126.91","#C594BF","Early nascent mesoderm"
"1757","CTC1_p1.CTC1_p1004","NTC","M1455.31","#EF5A9D","Gut"
"1758","CTC1_p1.CTC1_p1005","NTC","M916.40","#635547","Epiblast"
"1759","CTC1_p1.CTC1_p1006","NTC","M957.27","#DABE99","Primitive streak"
"1760","CTC1_p1.CTC1_p1009","NTC","M2484.54","#C594BF","Early nascent mesoderm"
"1761","CTC1_p1.CTC1_p1010","NTC","M90.19","#C594BF","Early nascent mesoderm"
"1762","CTC1_p1.CTC1_p1012","NTC","M950.86","#90BF75","Definitive ectoderm"
"1763","CTC1_p1.CTC1_p1013","NTC","M937.24","#90BF75","Definitive ectoderm"
"1764","CTC1_p1.CTC1_p1014","NTC","M777.35","#cc7818","Amnion/Chorion progenitor"
"1765","CTC1_p1.CTC1_p1015","NTC","M926.33","#635547","Epiblast"
"1766","CTC1_p1.CTC1_p1016","NTC","M2012.18","#C594BF","Early nascent mesoderm"
"1767","CTC1_p1.CTC1_p1017","NTC","M1953.95","#9e6762","Caudal epiblast"
"1768","CTC1_p1.CTC1_p1018","NTC","M1452.88","#EF5A9D","Gut"
"1769","CTC1_p1.CTC1_p1020","NTC","M992.65","#DABE99","Primitive streak"
"1770","CTC1_p1.CTC1_p1021","NTC","M807.01","#cc7818","Amnion/Chorion progenitor"
"1771","CTC1_p1.CTC1_p1022","NTC","M782.10","#cc7818","Amnion/Chorion progenitor"
"1772","CTC1_p1.CTC1_p1023","NTC","M957.27","#DABE99","Primitive streak"
"1773","CTC1_p1.CTC1_p1024","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1774","CTC1_p1.CTC1_p1025","NTC","M959.17","#90BF75","Definitive ectoderm"
"1775","CTC1_p1.CTC1_p1028","NTC","M1607.05","#ffad1e","Chorion"
"1776","CTC1_p1.CTC1_p1029","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1777","CTC1_p1.CTC1_p1030","NTC","M950.86","#90BF75","Definitive ectoderm"
"1778","CTC1_p1.CTC1_p1031","NTC","M2012.18","#C594BF","Early nascent mesoderm"
"1779","CTC1_p1.CTC1_p1032","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1780","CTC1_p1.CTC1_p1033","NTC","M974.83","#90BF75","Definitive ectoderm"
"1781","CTC1_p1.CTC1_p1034","NTC","M2028.87","#DFCDE4","Late nascent mesoderm"
"1782","CTC1_p1.CTC1_p1035","NTC","M943.40","#635547","Epiblast"
"1783","CTC1_p1.CTC1_p1036","NTC","M1396.07","#EF5A9D","Gut"
"1784","CTC1_p1.CTC1_p1037","NTC","M924.30","#90BF75","Definitive ectoderm"
"1785","CTC1_p1.CTC1_p1038","NTC","M957.27","#DABE99","Primitive streak"
"1786","CTC1_p1.CTC1_p1039","NTC","M2020.42","#DFCDE4","Late nascent mesoderm"
"1787","CTC1_p1.CTC1_p1040","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1788","CTC1_p1.CTC1_p1041","NTC","M1231.34","#7F6874","ExE visceral endoderm"
"1789","CTC1_p1.CTC1_p1042","NTC","M2485.22","#7F6874","ExE visceral endoderm"
"1790","CTC1_p1.CTC1_p1046","NTC","M944.73","#635547","Epiblast"
"1791","CTC1_p1.CTC1_p1047","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1792","CTC1_p1.CTC1_p1048","NTC","M2435.05","#0F4A9C","Node/Notochord"
"1793","CTC1_p1.CTC1_p1053","NTC","M1585.79","#ffd854","Chorion progenitors"
"1794","CTC1_p1.CTC1_p1055","NTC","M919.36","#DABE99","Primitive streak"
"1795","CTC1_p1.CTC1_p1057","NTC","M959.17","#90BF75","Definitive ectoderm"
"1796","CTC1_p1.CTC1_p1058","NTC","M1231.34","#7F6874","ExE visceral endoderm"
"1797","CTC1_p1.CTC1_p1059","NTC","M1944.15","#C594BF","Early nascent mesoderm"
"1798","CTC1_p1.CTC1_p1063","NTC","M944.73","#635547","Epiblast"
"1799","CTC1_p1.CTC1_p1065","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1800","CTC1_p1.CTC1_p1066","NTC","M1502.85","#ffd854","Chorion progenitors"
"1801","CTC1_p1.CTC1_p1068","NTC","M1502.85","#ffd854","Chorion progenitors"
"1802","CTC1_p1.CTC1_p1071","NTC","M126.91","#C594BF","Early nascent mesoderm"
"1803","CTC1_p1.CTC1_p1072","NTC","M1231.34","#7F6874","ExE visceral endoderm"
"1804","CTC1_p1.CTC1_p1073","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1805","CTC1_p1.CTC1_p1074","NTC","M1455.31","#EF5A9D","Gut"
"1806","CTC1_p1.CTC1_p1076","NTC","M1515.51","#ffd854","Chorion progenitors"
"1807","CTC1_p1.CTC1_p1077","NTC","M918.97","#90BF75","Definitive ectoderm"
"1808","CTC1_p1.CTC1_p1078","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1809","CTC1_p1.CTC1_p1079","NTC","M961.75","#90BF75","Definitive ectoderm"
"1810","CTC1_p1.CTC1_p1081","NTC","M1231.34","#7F6874","ExE visceral endoderm"
"1811","CTC1_p1.CTC1_p1083","NTC","M916.40","#635547","Epiblast"
"1812","CTC1_p1.CTC1_p1084","NTC","M1607.05","#ffad1e","Chorion"
"1813","CTC1_p1.CTC1_p1085","NTC","M1455.31","#EF5A9D","Gut"
"1814","CTC1_p1.CTC1_p1086","NTC","M1396.07","#EF5A9D","Gut"
"1815","CTC1_p1.CTC1_p1087","NTC","M1978.41","#DFCDE4","Late nascent mesoderm"
"1816","CTC1_p1.CTC1_p1088","NTC","M1607.05","#ffad1e","Chorion"
"1817","CTC1_p1.CTC1_p1089","NTC","M1585.79","#ffd854","Chorion progenitors"
"1818","CTC1_p1.CTC1_p1090","NTC","M918.97","#90BF75","Definitive ectoderm"
"1819","CTC1_p1.CTC1_p1091","NTC","M116.01","#C594BF","Early nascent mesoderm"
"1820","CTC1_p1.CTC1_p1092","NTC","M69.00","#DFCDE4","Late nascent mesoderm"
"1821","CTC1_p1.CTC1_p1093","NTC","M1953.95","#9e6762","Caudal epiblast"
"1822","CTC1_p1.CTC1_p1095","NTC","M960.97","#DABE99","Primitive streak"
"1823","CTC1_p1.CTC1_p1096","NTC","M782.10","#cc7818","Amnion/Chorion progenitor"
"1824","CTC1_p1.CTC1_p1097","NTC","M957.27","#DABE99","Primitive streak"
"1825","CTC1_p1.CTC1_p1099","NTC","M743.24","#cc7818","Amnion/Chorion progenitor"
"1826","CTC1_p1.CTC1_p1101","NTC","M919.36","#DABE99","Primitive streak"
"1827","CTC1_p1.CTC1_p1102","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1828","CTC1_p1.CTC1_p1103","NTC","M957.27","#DABE99","Primitive streak"
"1829","CTC1_p1.CTC1_p1104","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1830","CTC1_p1.CTC1_p1105","NTC","M961.75","#90BF75","Definitive ectoderm"
"1831","CTC1_p1.CTC1_p1107","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1832","CTC1_p1.CTC1_p1108","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1833","CTC1_p1.CTC1_p1110","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1834","CTC1_p1.CTC1_p1111","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1835","CTC1_p1.CTC1_p1112","NTC","M957.27","#DABE99","Primitive streak"
"1836","CTC1_p1.CTC1_p1114","NTC","M732.76","#8870ad","ExE mesoderm"
"1837","CTC1_p1.CTC1_p1115","NTC","M777.35","#cc7818","Amnion/Chorion progenitor"
"1838","CTC1_p1.CTC1_p1116","NTC","M948.23","#635547","Epiblast"
"1839","CTC1_p1.CTC1_p1117","NTC","M887.94","#90BF75","Definitive ectoderm"
"1840","CTC1_p1.CTC1_p1118","NTC","M985.78","#DABE99","Primitive streak"
"1841","CTC1_p1.CTC1_p1121","NTC","M916.40","#635547","Epiblast"
"1842","CTC1_p1.CTC1_p1122","NTC","M1502.85","#ffd854","Chorion progenitors"
"1843","CTC1_p1.CTC1_p1123","NTC","M957.27","#DABE99","Primitive streak"
"1844","CTC1_p1.CTC1_p1124","NTC","M916.40","#635547","Epiblast"
"1845","CTC1_p1.CTC1_p1126","NTC","M944.73","#635547","Epiblast"
"1846","CTC1_p1.CTC1_p1128","NTC","M916.40","#635547","Epiblast"
"1847","CTC1_p1.CTC1_p1129","NTC","M943.40","#635547","Epiblast"
"1848","CTC1_p1.CTC1_p1133","NTC","M985.78","#DABE99","Primitive streak"
"1849","CTC1_p1.CTC1_p1135","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1850","CTC1_p1.CTC1_p1138","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1851","CTC1_p1.CTC1_p1139","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1852","CTC1_p1.CTC1_p1140","NTC","M937.24","#90BF75","Definitive ectoderm"
"1853","CTC1_p1.CTC1_p1141","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1854","CTC1_p1.CTC1_p1143","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1855","CTC1_p1.CTC1_p1146","NTC","M1231.34","#7F6874","ExE visceral endoderm"
"1856","CTC1_p1.CTC1_p1147","NTC","M943.40","#635547","Epiblast"
"1857","CTC1_p1.CTC1_p1149","NTC","M974.83","#90BF75","Definitive ectoderm"
"1858","CTC1_p1.CTC1_p1151","NTC","M739.69","#8870ad","ExE mesoderm"
"1859","CTC1_p1.CTC1_p1156","NTC","M807.01","#cc7818","Amnion/Chorion progenitor"
"1860","CTC1_p1.CTC1_p1157","NTC","M937.24","#90BF75","Definitive ectoderm"
"1861","CTC1_p1.CTC1_p1158","NTC","M924.30","#90BF75","Definitive ectoderm"
"1862","CTC1_p1.CTC1_p1159","NTC","M2435.05","#0F4A9C","Node/Notochord"
"1863","CTC1_p1.CTC1_p1161","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1864","CTC1_p1.CTC1_p1162","NTC","M957.27","#DABE99","Primitive streak"
"1865","CTC1_p1.CTC1_p1163","NTC","M1452.88","#EF5A9D","Gut"
"1866","CTC1_p1.CTC1_p1164","NTC","M960.97","#DABE99","Primitive streak"
"1867","CTC1_p1.CTC1_p1165","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1868","CTC1_p1.CTC1_p1166","NTC","M116.01","#C594BF","Early nascent mesoderm"
"1869","CTC1_p1.CTC1_p1168","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1870","CTC1_p1.CTC1_p1174","NTC","M69.00","#DFCDE4","Late nascent mesoderm"
"1871","CTC1_p1.CTC1_p1175","NTC","M809.18","#cc7818","Amnion/Chorion progenitor"
"1872","CTC1_p1.CTC1_p1176","NTC","M918.97","#90BF75","Definitive ectoderm"
"1873","CTC1_p1.CTC1_p1177","NTC","M1502.85","#ffd854","Chorion progenitors"
"1874","CTC1_p1.CTC1_p1178","NTC","M732.76","#8870ad","ExE mesoderm"
"1875","CTC1_p1.CTC1_p1179","NTC","M944.73","#635547","Epiblast"
"1876","CTC1_p1.CTC1_p1180","NTC","M944.73","#635547","Epiblast"
"1877","CTC1_p1.CTC1_p1182","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1878","CTC1_p1.CTC1_p1183","NTC","M27.88","#53f1fc","Cardiopharyngeal mesoderm"
"1879","CTC1_p1.CTC1_p1184","NTC","M2435.05","#0F4A9C","Node/Notochord"
"1880","CTC1_p1.CTC1_p1186","NTC","M938.32","#635547","Epiblast"
"1881","CTC1_p1.CTC1_p1187","NTC","M69.00","#DFCDE4","Late nascent mesoderm"
"1882","CTC1_p1.CTC1_p1188","NTC","M981.91","#90BF75","Definitive ectoderm"
"1883","CTC1_p1.CTC1_p1190","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"1884","CTC1_p1.CTC1_p1191","NTC","M992.65","#DABE99","Primitive streak"
"1885","CTC1_p1.CTC1_p1192","NTC","M978.79","#DABE99","Primitive streak"
"1886","CTC1_p1.CTC1_p1194","NTC","M916.40","#635547","Epiblast"
"1887","CTC1_p1.CTC1_p1197","NTC","M957.27","#DABE99","Primitive streak"
"1888","CTC1_p1.CTC1_p1198","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1889","CTC1_p1.CTC1_p1199","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1890","CTC1_p1.CTC1_p1200","NTC","M960.97","#DABE99","Primitive streak"
"1891","CTC1_p1.CTC1_p1201","NTC","M1385.69","#EF5A9D","Gut"
"1892","CTC1_p1.CTC1_p1202","NTC","M1396.07","#EF5A9D","Gut"
"1893","CTC1_p1.CTC1_p1203","NTC","M959.17","#90BF75","Definitive ectoderm"
"1894","CTC1_p1.CTC1_p1205","NTC","M937.24","#90BF75","Definitive ectoderm"
"1895","CTC1_p1.CTC1_p1206","NTC","M957.27","#DABE99","Primitive streak"
"1896","CTC1_p1.CTC1_p1208","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1897","CTC1_p1.CTC1_p1209","NTC","M903.97","#635547","Epiblast"
"1898","CTC1_p1.CTC1_p1215","NTC","M732.76","#8870ad","ExE mesoderm"
"1899","CTC1_p1.CTC1_p1217","NTC","M1953.95","#9e6762","Caudal epiblast"
"1900","CTC1_p1.CTC1_p1218","NTC","M924.30","#90BF75","Definitive ectoderm"
"1901","CTC1_p1.CTC1_p1219","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1902","CTC1_p1.CTC1_p1220","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1903","CTC1_p1.CTC1_p1221","NTC","M1502.85","#ffd854","Chorion progenitors"
"1904","CTC1_p1.CTC1_p1222","NTC","M936.27","#90BF75","Definitive ectoderm"
"1905","CTC1_p1.CTC1_p1224","NTC","M1452.88","#EF5A9D","Gut"
"1906","CTC1_p1.CTC1_p1225","NTC","M1396.07","#EF5A9D","Gut"
"1907","CTC1_p1.CTC1_p1227","NTC","M30.95","#DFCDE4","Late nascent mesoderm"
"1908","CTC1_p1.CTC1_p1228","NTC","M926.33","#635547","Epiblast"
"1909","CTC1_p1.CTC1_p1229","NTC","M2435.05","#0F4A9C","Node/Notochord"
"1910","CTC1_p1.CTC1_p1230","NTC","M1455.31","#EF5A9D","Gut"
"1911","CTC1_p1.CTC1_p1232","NTC","M937.24","#90BF75","Definitive ectoderm"
"1912","CTC1_p1.CTC1_p1233","NTC","M809.18","#cc7818","Amnion/Chorion progenitor"
"1913","CTC1_p1.CTC1_p1234","NTC","M90.19","#C594BF","Early nascent mesoderm"
"1914","CTC1_p1.CTC1_p1236","NTC","M959.17","#90BF75","Definitive ectoderm"
"1915","CTC1_p1.CTC1_p1237","NTC","M977.37","#635547","Epiblast"
"1916","CTC1_p1.CTC1_p1238","NTC","M1502.85","#ffd854","Chorion progenitors"
"1917","CTC1_p1.CTC1_p1239","NTC","M924.30","#90BF75","Definitive ectoderm"
"1918","CTC1_p1.CTC1_p1240","NTC","M959.17","#90BF75","Definitive ectoderm"
"1919","CTC1_p1.CTC1_p1243","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1920","CTC1_p1.CTC1_p1247","NTC","M1502.85","#ffd854","Chorion progenitors"
"1921","CTC1_p1.CTC1_p1248","NTC","M880.44","#635547","Epiblast"
"1922","CTC1_p1.CTC1_p1251","NTC","M1518.42","#ffd854","Chorion progenitors"
"1923","CTC1_p1.CTC1_p1252","NTC","M69.00","#DFCDE4","Late nascent mesoderm"
"1924","CTC1_p1.CTC1_p1254","NTC","M2484.54","#C594BF","Early nascent mesoderm"
"1925","CTC1_p1.CTC1_p1256","NTC","M1585.79","#ffd854","Chorion progenitors"
"1926","CTC1_p1.CTC1_p1257","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"1927","CTC1_p1.CTC1_p1259","NTC","M944.73","#635547","Epiblast"
"1928","CTC1_p1.CTC1_p1263","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1929","CTC1_p1.CTC1_p1264","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1930","CTC1_p1.CTC1_p1265","NTC","M959.17","#90BF75","Definitive ectoderm"
"1931","CTC1_p1.CTC1_p1267","NTC","M1452.88","#EF5A9D","Gut"
"1932","CTC1_p1.CTC1_p1268","NTC","M782.10","#cc7818","Amnion/Chorion progenitor"
"1933","CTC1_p1.CTC1_p1269","NTC","M1502.85","#ffd854","Chorion progenitors"
"1934","CTC1_p1.CTC1_p1270","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"1935","CTC1_p1.CTC1_p1275","NTC","M1607.05","#ffad1e","Chorion"
"1936","CTC1_p1.CTC1_p1277","NTC","M1978.41","#DFCDE4","Late nascent mesoderm"
"1937","CTC1_p1.CTC1_p1280","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1938","CTC1_p1.CTC1_p1281","NTC","M916.40","#635547","Epiblast"
"1939","CTC1_p1.CTC1_p1282","NTC","M1455.31","#EF5A9D","Gut"
"1940","CTC1_p1.CTC1_p1284","NTC","M908.72","#635547","Epiblast"
"1941","CTC1_p1.CTC1_p1286","NTC","M943.40","#635547","Epiblast"
"1942","CTC1_p1.CTC1_p1287","NTC","M777.35","#cc7818","Amnion/Chorion progenitor"
"1943","CTC1_p1.CTC1_p1288","NTC","M880.44","#635547","Epiblast"
"1944","CTC1_p1.CTC1_p1291","NTC","M126.91","#C594BF","Early nascent mesoderm"
"1945","CTC1_p1.CTC1_p1292","NTC","M995.99","#90BF75","Definitive ectoderm"
"1946","CTC1_p1.CTC1_p1293","NTC","M739.69","#8870ad","ExE mesoderm"
"1947","CTC1_p1.CTC1_p1298","NTC","M948.23","#635547","Epiblast"
"1948","CTC1_p1.CTC1_p1300","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1949","CTC1_p1.CTC1_p1301","NTC","M1452.88","#EF5A9D","Gut"
"1950","CTC1_p1.CTC1_p1303","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1951","CTC1_p1.CTC1_p1304","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1952","CTC1_p1.CTC1_p1308","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1953","CTC1_p1.CTC1_p1310","NTC","M999.77","#635547","Epiblast"
"1954","CTC1_p1.CTC1_p1311","NTC","M1502.85","#ffd854","Chorion progenitors"
"1955","CTC1_p1.CTC1_p1312","NTC","M2012.18","#C594BF","Early nascent mesoderm"
"1956","CTC1_p1.CTC1_p1313","NTC","M116.01","#C594BF","Early nascent mesoderm"
