"","x"
"6391","Gm10578"
"6392","Gm10584"
"6393","Gm10635"
"6394","Gm10636"
"6395","Gm10637"
"6396","Gm10638"
"6397","Gm10639"
"6398","Gm10640"
"6399","Gm10649"
"6400","Gm10653"
"6401","Gm10658"
"6402","Gm10662;Gm5891"
"6403","Gm10665"
"6404","Gm10666"
"6405","Gm10677"
"6406","Gm10680"
"6407","Gm10681;Hsd3b4"
"6408","Gm10684"
"6409","Gm10696"
"6410","Gm10697"
"6411","Gm1070"
"6412","Gm10714"
"6413","Gm10731"
"6414","Gm10732"
"6415","Gm10745"
"6416","Gm10754"
"6417","Gm10767"
"6418","Gm10768"
"6419","Gm10778"
"6420","Gm10782"
"6421","Gm10787"
"6422","Gm10789"
"6423","Gm10790"
"6424","Gm10791"
"6425","Gm10804"
"6426","Gm10814"
"6427","Gm10823"
"6428","Gm10825"
"6429","Gm10845"
"6430","Gm10857"
"6431","Gm10863"
"6432","Gm10865"
"6433","Gm10921"
"6434","Gm10922"
"6435","Gm10941"
"6436","Gm1110"
"6437","Gm11110"
"6438","Gm11127"
"6439","Gm11149"
"6440","Gm11166"
"6441","Gm11186"
"6442","Gm11190"
"6443","Gm11201"
"6444","Gm11213"
"6445","Gm1123"
"6446","Gm11236"
"6447","Gm11237;Gm11239;Gm428"
"6448","Gm11238"
"6449","Gm11240"
"6450","Gm11346"
"6451","Gm11351"
"6452","Gm1140"
"6453","Gm1141"
"6454","Gm11413"
"6455","Gm11426"
"6456","Gm11437"
"6457","Gm11468"
"6458","Gm11487"
"6459","Gm11529"
"6460","Gm11532"
"6461","Gm11538"
"6462","Gm11541"
"6463","Gm11544"
"6464","Gm11545"
"6465","Gm11548"
"6466","Gm11549"
"6467","Gm11554"
"6468","Gm11559"
"6469","Gm11562"
"6470","Gm11563"
"6471","Gm11564"
"6472","Gm11565"
"6473","Gm11567"
"6474","Gm11568"
"6475","Gm11569"
"6476","Gm11595"
"6477","Gm11596"
"6478","Gm11627"
"6479","Gm11651"
"6480","Gm11665"
"6481","Gm11681"
"6482","Gm11696"
"6483","Gm11710"
"6484","Gm11711"
"6485","Gm11715"
"6486","Gm11729"
"6487","Gm11733"
"6488","Gm11744"
"6489","Gm11747"
"6490","Gm11758"
"6491","Gm11762"
"6492","Gm11780"
"6493","Gm11837"
"6494","Gm11937"
"6495","Gm11938"
"6496","Gm11944;Patz1"
"6497","Gm11961"
"6498","Gm11974"
"6499","Gm11978"
"6500","Gm11981"
"6501","Gm11985"
"6502","Gm11992"
"6503","Gm12018"
"6504","Gm12060"
"6505","Gm12070"
"6506","Gm12108"
"6507","Gm12128"
"6508","Gm12130"
"6509","Gm12159"
"6510","Gm12169"
"6511","Gm12171"
"6512","Gm12185;Tgtp1;Tgtp2"
"6513","Gm12216"
"6514","Gm12238"
"6515","Gm12250"
"6516","Gm12253"
"6517","Gm12260"
"6518","Gm12295"
"6519","Gm12298"
"6520","Gm12348"
"6521","Gm12409"
"6522","Gm12440"
"6523","Gm12505"
"6524","Gm12522"
"6525","Gm12530"
"6526","Gm12596"
"6527","Gm12603"
"6528","Gm12610"
"6529","Gm12633"
"6530","Gm12657"
"6531","Gm12695"
"6532","Gm12709"
"6533","Gm12718"
"6534","Gm12789"
"6535","Gm12794"
"6536","Gm128"
"6537","Gm12830"
"6538","Gm12866"
"6539","Gm12886"
"6540","Gm12887"
"6541","Gm12888"
"6542","Gm12942"
"6543","Gm12992"
"6544","Gm13003"
"6545","Gm13023"
"6546","Gm13030"
"6547","Gm13031"
"6548","Gm13032"
"6549","Gm13034"
"6550","Gm13051"
"6551","Gm13057"
"6552","Gm13078"
"6553","Gm13083"
"6554","Gm13084"
"6555","Gm13088"
"6556","Gm13089"
"6557","Gm13090"
"6558","Gm13102"
"6559","Gm13103"
"6560","Gm13119"
"6561","Gm13124"
"6562","Gm13125"
"6563","Gm13128"
"6564","Gm13152;Gm21411"
"6565","Gm13154"
"6566","Gm13157"
"6567","Gm13177"
"6568","Gm13178"
"6569","Gm13199"
"6570","Gm13212"
"6571","Gm13225"
"6572","Gm1322;Xirp2"
"6573","Gm13238"
"6574","Gm13242"
"6575","Gm13247"
"6576","Gm13251"
"6577","Gm13271"
"6578","Gm13275"
"6579","Gm13276"
"6580","Gm13277"
"6581","Gm13278"
"6582","Gm13283"
"6583","Gm13285"
"6584","Gm13286"
"6585","Gm13288"
"6586","Gm13290"
"6587","Gm13293"
"6588","Gm13304"
"6589","Gm13308"
"6590","Gm13315"
"6591","Gm13375"
"6592","Gm13446"
"6593","Gm13483"
"6594","Gm13490"
"6595","Gm13497"
"6596","Gm13498"
"6597","Gm13539"
"6598","Gm13544"
"6599","Gm13546"
"6600","Gm13547"
"6601","Gm13580"
"6602","Gm13582"
"6603","Gm136"
"6604","Gm13629"
"6605","Gm13710"
"6606","Gm13749"
"6607","Gm13752"
"6608","Gm13769"
"6609","Gm13769;Olfr1506"
"6610","Gm13807"
"6611","Gm13830"
"6612","Gm13889"
"6613","Gm13944"
"6614","Gm13985"
"6615","Gm13986"
"6616","Gm14005"
"6617","Gm14015"
"6618","Gm14023"
"6619","Gm14057"
"6620","Gm14085"
"6621","Gm14092"
"6622","Gm14124"
"6623","Gm14137"
"6624","Gm14139"
"6625","Gm14151"
"6626","Gm14164"
"6627","Gm14169"
"6628","Gm14204"
"6629","Gm14207"
"6630","Gm14288;Gm14440"
"6631","Gm14295"
"6632","Gm14305"
"6633","Gm14308"
"6634","Gm14322"
"6635","Gm14325"
"6636","Gm14326"
"6637","Gm14327"
"6638","Gm14345"
"6639","Gm14346"
"6640","Gm14347"
"6641","Gm14374"
"6642","Gm14379"
"6643","Gm14391;Gm6710"
"6644","Gm14393"
"6645","Gm14403"
"6646","Gm14405"
"6647","Gm14420"
"6648","Gm14431;Gm8898"
"6649","Gm14436"
"6650","Gm14459;Ssxb3;Ssxb6;Ssxb8"
"6651","Gm14461"
"6652","Gm14474"
"6653","Gm14477"
"6654","Gm14482"
"6655","Gm14483"
"6656","Gm14484"
"6657","Gm14496"
"6658","Gm14501"
"6659","Gm14525"
"6660","Gm14625"
"6661","Gm14634"
"6662","Gm14635"
"6663","Gm14718"
"6664","Gm14725"
"6665","Gm14743"
"6666","Gm14744"
"6667","Gm14781"
"6668","Gm14812"
"6669","Gm14827"
"6670","Gm14850"
"6671","Gm14851"
"6672","Gm14858"
"6673","Gm14920"
"6674","Gm15008"
"6675","Gm15056"
"6676","Gm15104"
"6677","Gm15133"
"6678","Gm15179"
"6679","Gm15217"
"6680","Gm1527"
"6681","Gm15284"
"6682","Gm15292"
"6683","Gm15293"
"6684","Gm15299"
"6685","Gm15308"
"6686","Gm15315"
"6687","Gm15319"
"6688","Gm15326"
"6689","Gm15328"
"6690","Gm15348"
"6691","Gm15350"
"6692","Gm15401"
"6693","Gm15408"
"6694","Gm15412"
"6695","Gm15413"
"6696","Gm15417"
"6697","Gm15421"
"6698","Gm15441"
"6699","Gm15446"
"6700","Gm15455"
"6701","Gm15471"
"6702","Gm1553"
"6703","Gm15545"
"6704","Gm156"
"6705","Gm15612"
"6706","Gm15631"
"6707","Gm15663"
"6708","Gm15679"
"6709","Gm15694"
"6710","Gm15698"
"6711","Gm15706"
"6712","Gm15713"
"6713","Gm15760"
"6714","Gm15787"
"6715","Gm15816"
"6716","Gm15850"
"6717","Gm15867"
"6718","Gm1587"
"6719","Gm15880"
"6720","Gm15881"
"6721","Gm15908"
"6722","Gm15910"
"6723","Gm15915"
"6724","Gm15941"
"6725","Gm15972"
"6726","Gm15997"
"6727","Gm1600"
"6728","Gm16023"
"6729","Gm1604b"
"6730","Gm16062"
"6731","Gm16063"
"6732","Gm16070"
"6733","Gm16130"
"6734","Gm16157"
"6735","Gm16159"
"6736","Gm16223"
"6737","Gm16287"
"6738","Gm16291"
"6739","Gm16294"
"6740","Gm16325"
"6741","Gm16336"
"6742","Gm16381"
"6743","Gm16386"
"6744","Gm16404"
"6745","Gm16405"
"6746","Gm16430"
"6747","Gm16432"
"6748","Gm16442"
"6749","Gm16445"
"6750","Gm16451"
"6751","Gm1647"
"6752","Gm16497"
"6753","Gm16501"
"6754","Gm16513"
"6755","Gm16523"
"6756","Gm1653"
"6757","Gm16548"
"6758","Gm16551;Onecut1"
"6759","Gm16576"
"6760","Gm16596"
"6761","Gm1661"
"6762","Gm16617"
"6763","Gm16675"
"6764","Gm16677"
"6765","Gm16701"
"6766","Gm16702"
"6767","Gm16712"
"6768","Gm1673"
"6769","Gm16740"
"6770","Gm16793"
"6771","Gm16796"
"6772","Gm16833"
"6773","Gm16845"
"6774","Gm16853"
"6775","Gm16861"
"6776","Gm16863"
"6777","Gm16894"
"6778","Gm16897"
"6779","Gm16907"
"6780","Gm16938"
"6781","Gm16973"
"6782","Gm16982"
"6783","Gm16998"
"6784","Gm17019"
"6785","Gm17026"
"6786","Gm17066;Rbm26"
"6787","Gm1715"
"6788","Gm1720"
"6789","Gm17333"
"6790","Gm17359"
"6791","Gm17455"
"6792","Gm17484"
"6793","Gm17641"
"6794","Gm17644"
"6795","Gm17660"
"6796","Gm17677"
"6797","Gm17689"
"6798","Gm17733"
"6799","Gm17745"
"6800","Gm17746"
"6801","Gm17750"
"6802","Gm17751"
"6803","Gm17762"
"6804","Gm17769"
"6805","Gm17783"
"6806","Gm17801"
"6807","Gm17821"
"6808","Gm17830"
"6809","Gm18409"
"6810","Gm18853"
"6811","Gm19276"
"6812","Gm19277"
"6813","Gm19279"
"6814","Gm19299"
"6815","Gm19303"
"6816","Gm19345"
"6817","Gm19395"
"6818","Gm19402"
"6819","Gm19424"
"6820","Gm1943"
"6821","Gm19434"
"6822","Gm19461"
"6823","Gm19466"
"6824","Gm19510"
"6825","Gm19522"
"6826","Gm19557"
"6827","Gm19583"
"6828","Gm19589"
"6829","Gm19619"
"6830","Gm1965"
"6831","Gm1966"
"6832","Gm19668"
"6833","Gm1968"
"6834","Gm19689"
"6835","Gm19705"
"6836","Gm19710"
"6837","Gm19757"
"6838","Gm1976"
"6839","Gm19782"
"6840","Gm19784"
"6841","Gm1979"
"6842","Gm1987"
"6843","Gm19897"
"6844","Gm1993"
"6845","Gm1995"
"6846","Gm19990"
"6847","Gm2002"
"6848","Gm20063"
"6849","Gm20098"
"6850","Gm2011"
"6851","Gm20110"
"6852","Gm2012"
"6853","Gm20125"
"6854","Gm20139"
"6855","Gm2016"
"6856","Gm20172"
"6857","Gm20187"
"6858","Gm20199"
"6859","Gm20219"
"6860","Gm2022"
"6861","Gm20257"
"6862","Gm20268"
"6863","Gm2027;Pnpla8"
"6864","Gm2030"
"6865","Gm20300"
"6866","Gm20319"
"6867","Gm20324"
"6868","Gm20337"
"6869","Gm20356"
"6870","Gm20362"
"6871","Gm2042"
"6872","Gm20554"
"6873","Gm20556"
"6874","Gm20594"
"6875","Gm20597"
"6876","Gm20605;Lrch4"
"6877","Gm2061"
"6878","Gm20611"
"6879","Gm20735"
"6880","Gm20736"
"6881","Gm20740"
"6882","Gm20741"
"6883","Gm20743"
"6884","Gm20744"
"6885","Gm20745"
"6886","Gm20747"
"6887","Gm20750"
"6888","Gm20751"
"6889","Gm20752"
"6890","Gm20753"
"6891","Gm20754"
"6892","Gm20755"
"6893","Gm20756"
"6894","Gm20757"
"6895","Gm20758"
"6896","Gm20759"
"6897","Gm20765"
"6898","Gm20767"
"6899","Gm20806"
"6900","Gm20806;Gm20823;Gm20867"
"6901","Gm20809"
"6902","Gm20815"
"6903","Gm20816"
"6904","Gm20822"
"6905","Gm20823"
"6906","Gm20826"
"6907","Gm20831"
"6908","Gm2083;Mup10;Mup11;Mup12;Mup13;Mup14;Mup15;Mup16;Mup17;Mup18;Mup2;Mup7;Mup8;Mup9"
"6909","Gm20854"
"6910","Gm20857"
"6911","Gm20865"
"6912","Gm2087"
"6913","Gm20871"
"6914","Gm20877"
"6915","Gm20917"
"6916","Gm20939"
"6917","Gm21002"
"6918","Gm21057"
"6919","Gm2109"
"6920","Gm2115"
"6921","Gm21188"
"6922","Gm21190"
"6923","Gm21276"
"6924","Gm21283"
"6925","Gm21284"
"6926","Gm21312;Gm4340"
"6927","Gm21319"
"6928","Gm21411"
"6929","Gm21637"
"6930","Gm21671"
"6931","Gm21677"
"6932","Gm21693"
"6933","Gm21704;Gm21708;Rbmy"
"6934","Gm21708;Rbmy"
"6935","Gm2176"
"6936","Gm21859"
"6937","Gm21943"
"6938","Gm21944"
"6939","Gm21949;Iqcj;Schip1"
"6940","Gm21950"
"6941","Gm21951"
"6942","Gm21992;Rbm14;Rbm4"
"6943","Gm22650"
"6944","Gm23284"
"6945","Gm23363"
"6946","Gm2381"
"6947","Gm24148"
"6948","Gm2447"
"6949","Gm25018"
"6950","Gm2516"
"6951","Gm2518"
"6952","Gm25212"
"6953","Gm25285"
"6954","Gm2560"
"6955","Gm26391"
"6956","Gm266"
"6957","Gm2663"
"6958","Gm26633"
"6959","Gm26688"
"6960","Gm26705"
"6961","Gm2694"
"6962","Gm2696"
"6963","Gm26994"
"6964","Gm27162"
"6965","Gm2721"
"6966","Gm2762"
"6967","Gm27740;Kifc1"
"6968","Gm27740;Kifc5b"
"6969","Gm2799"
"6970","Gm28042;Jmjd7;Pla2g4b"
"6971","Gm2825"
"6972","Gm2837"
"6973","Gm2848"
"6974","Gm2863"
"6975","Gm28979"
"6976","Gm2913"
"6977","Gm2927"
"6978","Gm2933"
"6979","Gm29682"
"6980","Gm29683"
"6981","Gm29684"
"6982","Gm29685"
"6983","Gm29687"
"6984","Gm29805"
"6985","Gm29811"
"6986","Gm2a"
"6987","Gm3002"
"6988","Gm30332"
"6989","Gm30498"
"6990","Gm30505"
"6991","Gm30731"
"6992","Gm3139"
"6993","Gm3143"
"6994","Gm31763"
"6995","Gm32014"
"6996","Gm3219"
"6997","Gm3230"
"6998","Gm3238"
"6999","Gm32511"
"7000","Gm3259"
"7001","Gm3264;Gm5796"
"7002","Gm3279"
"7003","Gm3285"
"7004","Gm3317"
"7005","Gm3336"
"7006","Gm3363"
"7007","Gm340"
"7008","Gm3404"
"7009","Gm3409"
"7010","Gm3414"
"7011","Gm3428"
"7012","Gm3434"
"7013","Gm3458"
"7014","Gm35612"
"7015","Gm35978"
"7016","Gm3604"
"7017","Gm362"
"7018","Gm364"
"7019","Gm3646"
"7020","Gm36633"
"7021","Gm3701"
"7022","Gm3704"
"7023","Gm3716"
"7024","Gm3750"
"7025","Gm3763"
"7026","Gm3772"
"7027","Gm3776;Gsta1"
"7028","Gm382"
"7029","Gm38397"
"7030","Gm38402"
"7031","Gm38403"
"7032","Gm38404"
"7033","Gm38407"
"7034","Gm38413"
"7035","Gm38415"
"7036","Gm38416"
"7037","Gm38426"
"7038","Gm38436"
"7039","Gm38437"
"7040","Gm38509"
"7041","Gm38670"
"7042","Gm38671;Mcf2l"
"7043","Gm3985"
"7044","Gm4013"
"7045","Gm4064"
"7046","Gm4070;Gvin1"
"7047","Gm41"
"7048","Gm4133"
"7049","Gm4141"
"7050","Gm4175"
"7051","Gm4214"
"7052","Gm4216"
"7053","Gm4224"
"7054","Gm4251"
"7055","Gm4262"
"7056","Gm4265"
"7057","Gm4278"
"7058","Gm4285"
"7059","Gm4297"
"7060","Gm4307"
"7061","Gm4312"
"7062","Gm436"
"7063","Gm4371"
"7064","Gm438"
"7065","Gm44"
"7066","Gm4432"
"7067","Gm4461"
"7068","Gm4489"
"7069","Gm4532"
"7070","Gm4541"
"7071","Gm4559"
"7072","Gm4566"
"7073","Gm4567;Gm6902"
"7074","Gm4598"
"7075","Gm4710"
"7076","Gm4719"
"7077","Gm4724"
"7078","Gm4736;Gm8882;Prb1"
"7079","Gm4737"
"7080","Gm4759"
"7081","Gm4763"
"7082","Gm4787"
"7083","Gm4788"
"7084","Gm4791"
"7085","Gm4792"
"7086","Gm4794"
"7087","Gm4814"
"7088","Gm4827"
"7089","Gm4832"
"7090","Gm4841"
"7091","Gm4846"
"7092","Gm4847"
"7093","Gm4850"
"7094","Gm4858"
"7095","Gm4861"
"7096","Gm4871"
"7097","Gm4872"
"7098","Gm4884"
"7099","Gm4890"
"7100","Gm4894"
"7101","Gm4906"
"7102","Gm4907"
"7103","Gm4922"
"7104","Gm4925"
"7105","Gm4926"
"7106","Gm4944"
"7107","Gm4951"
"7108","Gm4952"
"7109","Gm4956"
"7110","Gm4961"
"7111","Gm4971"
"7112","Gm4981"
"7113","Gm4984"
"7114","Gm5"
"7115","Gm5039"
"7116","Gm5065"
"7117","Gm5069"
"7118","Gm5071"
"7119","Gm5072"
"7120","Gm5082"
"7121","Gm5083"
"7122","Gm5084"
"7123","Gm5086"
"7124","Gm5087"
"7125","Gm5088"
"7126","Gm5089"
"7127","Gm5091"
"7128","Gm5095"
"7129","Gm5105"
"7130","Gm5108"
"7131","Gm5111"
"7132","Gm5113"
"7133","Gm5114"
"7134","Gm5122"
"7135","Gm5124"
"7136","Gm5126"
"7137","Gm5127"
"7138","Gm5128"
"7139","Gm5129"
"7140","Gm5132"
"7141","Gm5136"
"7142","Gm5141"
"7143","Gm5142"
"7144","Gm5144"
"7145","Gm5148"
"7146","Gm5150;LOC100038947"
"7147","Gm5155"
"7148","Gm5166"
"7149","Gm5168"
"7150","Gm5169"
"7151","Gm5176"
"7152","Gm5177"
"7153","Gm525"
"7154","Gm527"
"7155","Gm5294"
"7156","Gm53"
"7157","Gm5334"
"7158","Gm5346"
"7159","Gm5382"
"7160","Gm5409"
"7161","Gm5414"
"7162","Gm5415"
"7163","Gm5416"
"7164","Gm5420"
"7165","Gm5431"
"7166","Gm5434"
"7167","Gm5441"
"7168","Gm5458"
"7169","Gm5460"
"7170","Gm5464"
"7171","Gm5468"
"7172","Gm5475"
"7173","Gm5476"
"7174","Gm5477"
"7175","Gm5478"
"7176","Gm5483"
"7177","Gm5485"
"7178","Gm5512"
"7179","Gm5523"
"7180","Gm5532"
"7181","Gm5535"
"7182","Gm5538"
"7183","Gm5544"
"7184","Gm5547"
"7185","Gm5577"
"7186","Gm5591"
"7187","Gm5592"
"7188","Gm5595"
"7189","Gm5607"
"7190","Gm561"
"7191","Gm5615"
"7192","Gm5617"
"7193","Gm5622"
"7194","Gm5627"
"7195","Gm5640"
"7196","Gm5662"
"7197","Gm568"
"7198","Gm5712"
"7199","Gm572"
"7200","Gm5725"
"7201","Gm5728"
"7202","Gm5741"
"7203","Gm5766"
"7204","Gm5767"
"7205","Gm5771"
"7206","Gm5800"
"7207","Gm5801"
"7208","Gm5803"
"7209","Gm5820"
"7210","Gm5833"
"7211","Gm5860"
"7212","Gm5861"
"7213","Gm5862"
"7214","Gm5868"
"7215","Gm5878"
"7216","Gm5885"
"7217","Gm5886"
"7218","Gm5893"
"7219","Gm590"
"7220","Gm5901"
"7221","Gm5907"
"7222","Gm5916"
"7223","Gm5925"
"7224","Gm5934"
"7225","Gm5935"
"7226","Gm5936"
"7227","Gm5938"
"7228","Gm5941"
"7229","Gm595"
"7230","Gm597"
"7231","Gm6026"
"7232","Gm6034"
"7233","Gm6040"
"7234","Gm6042"
"7235","Gm6083"
"7236","Gm6086"
"7237","Gm609"
"7238","Gm6093"
"7239","Gm6116"
"7240","Gm6121"
"7241","Gm614"
"7242","Gm6150"
"7243","Gm6164"
"7244","Gm6194"
"7245","Gm6213"
"7246","Gm6225"
"7247","Gm6249"
"7248","Gm6260"
"7249","Gm6268"
"7250","Gm6277"
"7251","Gm6297"
"7252","Gm6300"
"7253","Gm6307"
"7254","Gm6313"
"7255","Gm6329"
"7256","Gm6356"
"7257","Gm6370"
"7258","Gm6377"
"7259","Gm6408"
"7260","Gm6416"
"7261","Gm6455"
"7262","Gm6460"
"7263","Gm648"
"7264","Gm6498"
"7265","Gm6524"
"7266","Gm6559"
"7267","Gm6567"
"7268","Gm6568"
"7269","Gm6578"
"7270","Gm6583"
"7271","Gm6588"
"7272","Gm6592"
"7273","Gm6602"
"7274","Gm6607"
"7275","Gm6614"
"7276","Gm6623"
"7277","Gm6634"
"7278","Gm6639"
"7279","Gm6642"
"7280","Gm6696"
"7281","Gm6756"
"7282","Gm6760"
"7283","Gm6787"
"7284","Gm6792"
"7285","Gm6812"
"7286","Gm6815"
"7287","Gm684"
"7288","Gm6878"
"7289","Gm6880"
"7290","Gm6890"
"7291","Gm6904"
"7292","Gm6936"
"7293","Gm6938"
"7294","Gm694"
"7295","Gm6961"
"7296","Gm6981"
"7297","Gm6994"
"7298","Gm7008"
"7299","Gm7030"
"7300","Gm7056"
"7301","Gm7073"
"7302","Gm7102"
"7303","Gm7104"
"7304","Gm7120"
"7305","Gm7134"
"7306","Gm715"
"7307","Gm7168"
"7308","Gm7173"
"7309","Gm7244"
"7310","Gm7257"
"7311","Gm7271"
"7312","Gm732"
"7313","Gm7325"
"7314","Gm7337"
"7315","Gm7361"
"7316","Gm7444"
"7317","Gm7457"
"7318","Gm7534"
"7319","Gm7538"
"7320","Gm7550"
"7321","Gm7609"
"7322","Gm7616"
"7323","Gm765"
"7324","Gm766"
"7325","Gm7694"
"7326","Gm7714"
"7327","Gm773"
"7328","Gm7788"
"7329","Gm7849"
"7330","Gm7854"
"7331","Gm7903"
"7332","Gm7904"
"7333","Gm7932"
"7334","Gm7977"
"7335","Gm8013"
"7336","Gm805"
"7337","Gm8096"
"7338","Gm813"
"7339","Gm815"
"7340","Gm8179"
"7341","Gm8221"
"7342","Gm8234"
"7343","Gm826"
"7344","Gm8267"
"7345","Gm829"
"7346","Gm8298"
"7347","Gm8300"
"7348","Gm833"
"7349","Gm8363"
"7350","Gm8369"
"7351","Gm839"
"7352","Gm8439"
"7353","Gm853"
"7354","Gm8579"
"7355","Gm8580"
"7356","Gm8615"
"7357","Gm8633"
"7358","Gm8653"
"7359","Gm8660"
"7360","Gm867"
"7361","Gm8677"
"7362","Gm8693"
"7363","Gm8709"
"7364","Gm8765"
"7365","Gm8773"
"7366","Gm8787"
"7367","Gm8801"
"7368","Gm8817"
"7369","Gm884"
"7370","Gm8883"
"7371","Gm8884"
"7372","Gm8909"
"7373","Gm8979"
"7374","Gm8989"
"7375","Gm8994"
"7376","Gm9"
"7377","Gm904"
"7378","Gm9047"
"7379","Gm9054"
"7380","Gm906"
"7381","Gm9079"
"7382","Gm9112"
"7383","Gm9125"
"7384","Gm9159"
"7385","Gm9199"
"7386","Gm9268"
"7387","Gm933"
"7388","Gm9376"
"7389","Gm94"
"7390","Gm9513"
"7391","Gm9573"
"7392","Gm960"
"7393","Gm9696"
"7394","Gm973"
"7395","Gm9731"
"7396","Gm9733"
"7397","Gm9758"
"7398","Gm9767"
"7399","Gm9776"
"7400","Gm9833"
"7401","Gm9839"
"7402","Gm9866"
"7403","Gm9871"
"7404","Gm9895"
"7405","Gm9899"
"7406","Gm9905"
"7407","Gm9920"
"7408","Gm9926"
"7409","Gm9949"
"7410","Gm9958"
"7411","Gm996"
"7412","Gm9961"
"7413","Gm9962"
"7414","Gm9992"
"7415","Gm9994"
"7416","Gm9999"
"7417","Igtp;Irgm2"
"7418","Irgm1"
"7419","Pgm1"
"7420","Pgm2"
"7421","Pgm3"
"7422","Pgm5"
"7423","Tgm1"
"7424","Tgm2"
"7425","Tgm3"
"7426","Tgm4"
"7427","Tgm5"
"7428","Tgm6"
"7429","Tgm7"
"7430","Ercc1"
"7431","Ercc3"
"7432","Ercc4"
"7433","Ercc6"
"7434","Ercc6l"
"7435","Ercc8"
