"","x"
"3340","AK217941"
"3341","AK218069;Laptm4b"
"3342","AK218226"
"3343","AK218261"
"3344","AK218396"
"3345","AK218399"
"3346","AK218455;Slc7a6"
"3347","AK218698;Sphk1"
"3348","AK218851;Pskh1"
"3349","AK218936;Gnptg"
"3350","AK218987;Tgif2"
"3351","AK219036"
"3352","AK219094;BC026933;Chaf1b"
"3353","AK219146;Grina;Mir6953"
"3354","AK219151"
"3355","AK219219"
"3356","AK219268;Sccpdh"
"3357","AK219587;Arl2"
"3358","AK219629"
"3359","AK219638"
"3360","AK219648;Cdk16"
"3361","AK219843"
"3362","AK220016"
"3363","AK220021;AU040320"
"3364","AK224954"
"3365","Aak1"
"3366","Aars;AK087291"
"3367","Abca12;AK086584"
"3368","Abca1;AK054145"
"3369","Abcb4;AK171935"
"3370","Abcc1;AK051594"
"3371","Abhd12;AK219995"
"3372","Abhd15;AK040172"
"3373","Ablim1;AK041356"
"3374","Abtb2;AK171548"
"3375","Acaca;AF374167;AK040794"
"3376","Acad9;AK172713"
"3377","Acap2;AK035605;AK138537"
"3378","Acin1;AK042374;Mir6948"
"3379","Actr10;AK162786"
"3380","Actr1a;AK037171"
"3381","Acvrl1;AK087308"
"3382","Adamts15;AK142774"
"3383","Adar;AK046616"
"3384","Adgrg1;AK199844"
"3385","Adnp2;AK160320"
"3386","Adnp;AK136385;Dpm1;Dpm1-adnp"
"3387","Afap1l1;AK045591"
"3388","Afap1l2;AK158196"
"3389","Aff2;AK171934"
"3390","Agrp;AK080383;AK086852"
"3391","Ahctf1;AK164715"
"3392","Ahnak2"
"3393","Ak1"
"3394","Ak2"
"3395","Ak3"
"3396","Ak4"
"3397","Ak5"
"3398","Ak6;Taf9"
"3399","Ak7"
"3400","Ak8"
"3401","Bak1"
"3402","Eif2ak1"
"3403","Eif2ak2"
"3404","Eif2ak3"
"3405","Eif2ak4"
"3406","Insl3;Jak3"
"3407","Irak1;Mir5132;Mir718"
"3408","Irak1bp1"
"3409","Irak2"
"3410","Irak3"
"3411","Irak4"
"3412","Jak1"
"3413","Mak16"
"3414","Mir7049;Pak4"
"3415","Nuak1"
"3416","Nuak2"
"3417","Pak1"
"3418","Pak1ip1"
"3419","Pak2"
"3420","Pak3"
"3421","Pak6"
"3422","Pak7"
"3423","Trak1"
"3424","Trak2"
"3425","a;AK172452;Raly"
"3426","abParts;AK036494;M34473"
"3427","0610005C13Rik"
"3428","0610007P14Rik"
"3429","0610009B22Rik"
"3430","0610009L18Rik"
"3431","0610009O20Rik"
"3432","0610010B08Rik"
"3433","0610010B08Rik;Gm4724"
"3434","0610010F05Rik"
"3435","0610010K14Rik;Rnasek"
"3436","0610011F06Rik"
"3437","0610012G03Rik"
"3438","0610030E20Rik"
"3439","0610031O16Rik"
"3440","0610037L13Rik"
"3441","0610039H22Rik"
"3442","0610039K10Rik"
"3443","0610040B10Rik"
"3444","0610040F04Rik"
"3445","0610040J01Rik"
"3446","0610043K17Rik"
"3447","1010001N08Rik"
"3448","1110001J03Rik"
"3449","1110002L01Rik"
"3450","1110004E09Rik"
"3451","1110004F10Rik"
"3452","1110006O24Rik"
"3453","1110008F13Rik"
"3454","1110008L16Rik"
"3455","1110008P14Rik"
"3456","1110012L19Rik"
"3457","1110015O18Rik"
"3458","1110017D15Rik"
"3459","1110019D14Rik"
"3460","1110020A21Rik"
"3461","1110025L11Rik"
"3462","1110028F11Rik"
"3463","1110028F18Rik"
"3464","1110032A03Rik"
"3465","1110032F04Rik"
"3466","1110034G24Rik"
"3467","1110036E04Rik"
"3468","1110037F02Rik"
"3469","1110038B12Rik"
"3470","1110038F14Rik"
"3471","1110046J04Rik"
"3472","1110051M20Rik"
"3473","1110058D11Rik"
"3474","1110059E24Rik"
"3475","1110059G10Rik"
"3476","1110065P20Rik"
"3477","1190002N15Rik"
"3478","1190003K10Rik"
"3479","1190005I06Rik;Emc8;Emc8-1190005i06rik"
"3480","1190007I07Rik"
"3481","1300002E11Rik"
"3482","1300017J02Rik"
"3483","1500009C09Rik"
"3484","1500009L16Rik"
"3485","1500011B03Rik"
"3486","1500011K16Rik"
"3487","1500012K07Rik"
"3488","1500015A07Rik"
"3489","1500015L24Rik"
"3490","1500015O10Rik"
"3491","1500017E21Rik"
"3492","1500026H17Rik"
"3493","1600002D24Rik"
"3494","1600002H07Rik"
"3495","1600002K03Rik"
"3496","1600010M07Rik"
"3497","1600012H06Rik"
"3498","1600012P17Rik"
"3499","1600014C10Rik"
"3500","1600014C23Rik"
"3501","1600015I10Rik"
"3502","1600019K03Rik"
"3503","1600020E01Rik"
"3504","1600023N17Rik"
"3505","1600025M17Rik"
"3506","1600027J07Rik"
"3507","1600029I14Rik;Nme9"
"3508","1600029O15Rik"
"3509","1700001C02Rik"
"3510","1700001C19Rik"
"3511","1700001D01Rik"
"3512","1700001F09Rik"
"3513","1700001G01Rik"
"3514","1700001G11Rik"
"3515","1700001G17Rik"
"3516","1700001J03Rik"
"3517","1700001J11Rik"
"3518","1700001K19Rik"
"3519","1700001K23Rik"
"3520","1700001L05Rik"
"3521","1700001L19Rik"
"3522","1700001O22Rik"
"3523","1700001P01Rik"
"3524","1700003C15Rik"
"3525","1700003D09Rik"
"3526","1700003E16Rik"
"3527","1700003F12Rik"
"3528","1700003G13Rik"
"3529","1700003G18Rik"
"3530","1700003H04Rik"
"3531","1700003I22Rik"
"3532","1700003L19Rik"
"3533","1700003M07Rik"
"3534","1700003P14Rik"
"3535","1700006A11Rik"
"3536","1700006E09Rik"
"3537","1700006F04Rik"
"3538","1700006H21Rik"
"3539","1700007B14Rik"
"3540","1700007F19Rik"
"3541","1700007G11Rik"
"3542","1700007J10Rik"
"3543","1700007K09Rik"
"3544","1700007K13Rik"
"3545","1700007L15Rik"
"3546","1700007P06Rik"
"3547","1700008C04Rik"
"3548","1700008J07Rik"
"3549","1700008K24Rik;DQ699514"
"3550","1700008O03Rik"
"3551","1700008P02Rik"
"3552","1700009C05Rik"
"3553","1700009J07Rik"
"3554","1700009N14Rik"
"3555","1700010B08Rik"
"3556","1700010D01Rik"
"3557","1700010H22Rik"
"3558","1700010I02Rik"
"3559","1700010I14Rik"
"3560","1700010J16Rik"
"3561","1700010K23Rik"
"3562","1700011A15Rik"
"3563","1700011B04Rik"
"3564","1700011C11Rik"
"3565","1700011E24Rik"
"3566","1700011H14Rik"
"3567","1700011I03Rik"
"3568","1700011L22Rik"
"3569","1700011M02Rik"
"3570","1700012A03Rik"
"3571","1700012B07Rik"
"3572","1700012B09Rik"
"3573","1700012C14Rik"
"3574","1700012D01Rik;Tmem194"
"3575","1700012D16Rik"
"3576","1700012H19Rik"
"3577","1700012I11Rik"
"3578","1700012L04Rik"
"3579","1700012P22Rik"
"3580","1700013D24Rik"
"3581","1700013F07Rik"
"3582","1700013G24Rik"
"3583","1700013H16Rik"
"3584","1700015E13Rik"
"3585","1700015F17Rik"
"3586","1700015G11Rik"
"3587","1700016C15Rik"
"3588","1700016D06Rik"
"3589","1700016G22Rik"
"3590","1700016H13Rik"
"3591","1700016K19Rik"
"3592","1700016L04Rik"
"3593","1700016L21Rik"
"3594","1700016P04Rik"
"3595","1700017B05Rik"
"3596","1700017D01Rik"
"3597","1700017G19Rik"
"3598","1700017J07Rik"
"3599","1700017L05Rik"
"3600","1700017N19Rik"
"3601","1700018A04Rik"
"3602","1700018B08Rik"
"3603","1700018B24Rik"
"3604","1700018C11Rik"
"3605","1700018F24Rik"
"3606","1700018G05Rik"
"3607","1700018L02Rik"
"3608","1700019A02Rik"
"3609","1700019B03Rik"
"3610","1700019B21Rik"
"3611","1700019C18Rik"
"3612","1700019D03Rik"
"3613","1700019E08Rik"
"3614","1700019G24Rik"
"3615","1700019M22Rik"
"3616","1700019N19Rik"
"3617","1700019O17Rik"
"3618","1700020A23Rik"
"3619","1700020D05Rik"
"3620","1700020D14Rik"
"3621","1700020G17Rik"
"3622","1700020I14Rik"
"3623","1700020L24Rik"
"3624","1700020M21Rik"
"3625","1700020N01Rik"
"3626","1700020N15Rik"
"3627","1700020N18Rik"
"3628","1700021F05Rik"
"3629","1700021F07Rik"
"3630","1700021N21Rik"
"3631","1700022A21Rik"
"3632","1700022A22Rik"
"3633","1700022E09Rik"
"3634","1700022H01Rik"
"3635","1700022H16Rik"
"3636","1700022I11Rik"
"3637","1700023C21Rik"
"3638","1700023F02Rik"
"3639","1700023F06Rik"
"3640","1700024B18Rik"
"3641","1700024F13Rik;2810429I04Rik"
"3642","1700024G13Rik"
"3643","1700024I08Rik"
"3644","1700024N05Rik"
"3645","1700024P04Rik"
"3646","1700024P16Rik"
"3647","1700025B11Rik"
"3648","1700025C18Rik"
"3649","1700025F22Rik"
"3650","1700025F24Rik"
"3651","1700025G04Rik"
"3652","1700025J12Rik"
"3653","1700025K24Rik"
"3654","1700025M24Rik"
"3655","1700025N23Rik"
"3656","1700026D11Rik"
"3657","1700026F02Rik"
"3658","1700026J14Rik"
"3659","1700026L06Rik"
"3660","1700027A15Rik"
"3661","1700027F06Rik"
"3662","1700027F09Rik"
"3663","1700027H10Rik"
"3664","1700027I24Rik"
"3665","1700027J07Rik"
"3666","1700028B04Rik"
"3667","1700028D13Rik"
"3668","1700028E10Rik"
"3669","1700028I16Rik"
"3670","1700028J19Rik"
"3671","1700028K03Rik;A830010M20Rik"
"3672","1700028M03Rik"
"3673","1700028P14Rik"
"3674","1700028P15Rik"
"3675","1700029B22Rik"
"3676","1700029F12Rik"
"3677","1700029H14Rik"
"3678","1700029I15Rik"
"3679","1700029J03Rik"
"3680","1700029J07Rik"
"3681","1700029M20Rik"
"3682","1700029N11Rik"
"3683","1700029P11Rik"
"3684","1700030A11Rik"
"3685","1700030C10Rik"
"3686","1700030F04Rik"
"3687","1700030F18Rik"
"3688","1700030J22Rik"
"3689","1700030K09Rik"
"3690","1700030L20Rik"
"3691","1700030M09Rik"
"3692","1700030N03Rik"
"3693","1700030O20Rik"
"3694","1700031A10Rik"
"3695","1700031F05Rik"
"3696","1700031F10Rik"
"3697","1700031M16Rik"
"3698","1700031P21Rik"
"3699","1700034E13Rik"
"3700","1700034G24Rik"
"3701","1700034I23Rik"
"3702","1700034J05Rik"
"3703","1700034K08Rik"
"3704","1700034O15Rik"
"3705","1700034P13Rik"
"3706","1700036G14Rik"
"3707","1700037C18Rik"
"3708","1700037H04Rik"
"3709","1700039E15Rik"
"3710","1700039E22Rik"
"3711","1700040L02Rik"
"3712","1700041A01Rik"
"3713","1700041B01Rik"
"3714","1700041C23Rik"
"3715","1700041M19Rik"
"3716","1700042G07Rik"
"3717","1700042G15Rik"
"3718","1700042O10Rik"
"3719","1700044C05Rik"
"3720","1700044K03Rik"
"3721","1700045H11Rik"
"3722","1700046C09Rik"
"3723","1700047A11Rik"
"3724","1700047E10Rik"
"3725","1700047G03Rik"
"3726","1700047L14Rik"
"3727","1700048M11Rik"
"3728","1700048O20Rik"
"3729","1700049E15Rik"
"3730","1700049E22Rik"
"3731","1700049G17Rik;BC061462"
"3732","1700049L16Rik"
"3733","1700051A21Rik"
"3734","1700052I22Rik"
"3735","1700052K11Rik"
"3736","1700054A03Rik"
"3737","1700054K19Rik"
"3738","1700054M17Rik"
"3739","1700055C04Rik"
"3740","1700056E22Rik"
"3741","1700057G04Rik"
"3742","1700057H15Rik"
"3743","1700057H21Rik"
"3744","1700060C16Rik"
"3745","1700060C20Rik"
"3746","1700061F12Rik"
"3747","1700061G19Rik"
"3748","1700061I17Rik"
"3749","1700061J23Rik"
"3750","1700063A18Rik"
"3751","1700063D05Rik"
"3752","1700063O14Rik"
"3753","1700064J06Rik"
"3754","1700064M15Rik"
"3755","1700065D16Rik"
"3756","1700065I16Rik"
"3757","1700065J11Rik"
"3758","1700065J18Rik"
"3759","1700065L07Rik"
"3760","1700065O20Rik"
"3761","1700066B17Rik"
"3762","1700066B19Rik"
"3763","1700066M21Rik"
"3764","1700066N21Rik"
"3765","1700067G17Rik"
"3766","1700067K01Rik"
"3767","1700067P10Rik"
"3768","1700069L16Rik"
"3769","1700069P05Rik"
"3770","1700071K01Rik"
"3771","1700072B07Rik"
"3772","1700072I22Rik"
"3773","1700072O05Rik"
"3774","1700074H08Rik"
"3775","1700074P13Rik"
"3776","1700080E11Rik"
"3777","1700080N15Rik"
"3778","1700080O16Rik"
"3779","1700081H04Rik"
"3780","1700084D21Rik"
"3781","1700084E18Rik"
"3782","1700084F23Rik"
"3783","1700084J12Rik"
"3784","1700084M14Rik"
"3785","1700085C21Rik"
"3786","1700086L19Rik"
"3787","1700086O06Rik"
"3788","1700088E04Rik"
"3789","1700091H14Rik"
"3790","1700092C02Rik"
"3791","1700092C10Rik"
"3792","1700092E19Rik"
"3793","1700092K14Rik"
"3794","1700092M07Rik"
"3795","1700093K21Rik"
"3796","1700094J05Rik"
"3797","1700094M24Rik"
"3798","1700095A21Rik"
"3799","1700095B10Rik"
"3800","1700095J12Rik"
"3801","1700096J18Rik"
"3802","1700096K18Rik"
"3803","1700096P03Rik"
"3804","1700097N02Rik"
"3805","1700099I09Rik"
"3806","1700100I10Rik"
"3807","1700100L14Rik"
"3808","1700101I11Rik"
"3809","1700101O22Rik"
"3810","1700102H20Rik"
"3811","1700102P08Rik"
"3812","1700104L18Rik"
"3813","1700105P06Rik"
"3814","1700108F19Rik"
"3815","1700108J01Rik"
"3816","1700109G14Rik"
"3817","1700109G15Rik"
"3818","1700109H08Rik"
"3819","1700109I08Rik"
"3820","1700109K24Rik"
"3821","1700110C19Rik"
"3822","1700110I01Rik"
"3823","1700110I07Rik"
"3824","1700110K17Rik"
"3825","1700111N16Rik"
"3826","1700112E06Rik"
"3827","1700112H15Rik"
"3828","1700112J05Rik"
"3829","1700112J16Rik"
"3830","1700113A16Rik"
"3831","1700113B09Rik"
"3832","1700113H08Rik"
"3833","1700116B05Rik"
"3834","1700119H24Rik"
"3835","1700120C14Rik"
"3836","1700120E14Rik"
"3837","1700120G07Rik"
"3838","1700120K04Rik"
"3839","1700121L16Rik"
"3840","1700121N20Rik"
"3841","1700122C19Rik"
"3842","1700122O11Rik"
"3843","1700123J17Rik"
"3844","1700123K08Rik"
"3845","1700123L14Rik"
"3846","1700123M08Rik"
"3847","1700123O12Rik"
"3848","1700123O20Rik"
"3849","1700123O21Rik"
"3850","1700124L16Rik"
"3851","1700125G02Rik"
"3852","1700125G22Rik"
"3853","1700125H03Rik"
"3854","1700125H20Rik"
"3855","1700126H18Rik"
"3856","1700128A07Rik"
"3857","1700128F08Rik"
"3858","1700129C05Rik"
"3859","1810006J02Rik"
"3860","1810007C17Rik"
"3861","1810007D17Rik"
"3862","1810008I18Rik"
"3863","1810009A15Rik;Lbhd1"
"3864","1810009J06Rik"
"3865","1810010D01Rik"
"3866","1810010H24Rik"
"3867","1810011H11Rik"
"3868","1810011O10Rik"
"3869","1810012K16Rik"
"3870","1810013A23Rik"
"3871","1810013L24Rik"
"3872","1810014B01Rik"
"3873","1810018F18Rik"
"3874","1810019D21Rik"
"3875","1810020O05Rik"
"3876","1810021B22Rik"
"3877","1810022K09Rik"
"3878","1810024B03Rik"
"3879","1810026J23Rik"
"3880","1810030O07Rik"
"3881","1810032O08Rik;Snord1a"
"3882","1810034E14Rik"
"3883","1810037I17Rik"
"3884","1810041H14Rik"
"3885","1810041L15Rik"
"3886","1810043G02Rik"
"3887","1810043H04Rik"
"3888","1810044D09Rik"
"3889","1810046K07Rik"
"3890","1810053B23Rik"
"3891","1810055G02Rik"
"3892","1810058I24Rik"
"3893","1810062G17Rik"
"3894","1810062O18Rik"
"3895","1810063I02Rik"
"3896","1810064F22Rik"
"3897","1810065E05Rik"
"3898","2010001A14Rik"
"3899","2010003K11Rik"
"3900","2010005H15Rik"
"3901","2010009K17Rik"
"3902","2010010A06Rik"
"3903","2010016I18Rik"
"3904","2010106C02Rik"
"3905","2010106E10Rik"
"3906","2010107E04Rik"
"3907","2010107G12Rik"
"3908","2010107G23Rik"
"3909","2010109A12Rik"
"3910","2010109I03Rik"
"3911","2010111I01Rik;Mir23b;Mir24-1;Mir27b"
"3912","2010204K13Rik"
"3913","2010300C02Rik"
"3914","2010308F09Rik"
"3915","2010310C07Rik"
"3916","2010315B03Rik"
"3917","2010320M18Rik"
"3918","2200002D01Rik"
"3919","2200002J24Rik"
"3920","2210010C04Rik"
"3921","2210011C24Rik;Mir1199"
"3922","2210013O21Rik"
"3923","2210016F16Rik"
"3924","2210016L21Rik"
"3925","2210019I11Rik"
"3926","2210039B01Rik"
"3927","2210404E10Rik"
"3928","2210404O09Rik"
"3929","2210406O10Rik"
"3930","2210407C18Rik"
"3931","2210408F21Rik"
"3932","2210408I21Rik"
"3933","2210409D07Rik"
"3934","2210409E12Rik"
"3935","2210414B05Rik"
"3936","2210416O15Rik;Cuedc1;Mrps23"
"3937","2210417A02Rik"
"3938","2210418O10Rik;Gm14296"
"3939","2210420H20Rik"
"3940","2300002M23Rik"
"3941","2300003K06Rik"
"3942","2300005B03Rik"
"3943","2300009A05Rik"
"3944","2310001H17Rik"
"3945","2310001K24Rik"
"3946","2310002D06Rik"
"3947","2310002F09Rik"
"3948","2310002L09Rik"
"3949","2310003N18Rik"
"3950","2310005A03Rik"
"3951","2310005E17Rik"
"3952","2310007B03Rik"
"3953","2310008N11Rik"
"3954","2310009A05Rik"
"3955","2310009B15Rik"
"3956","2310010J17Rik"
"3957","2310011J03Rik"
"3958","2310015A10Rik"
"3959","2310015D24Rik"
"3960","2310016D03Rik"
"3961","2310020H05Rik"
"3962","2310022A10Rik"
"3963","2310022B05Rik"
"3964","2310030A07Rik"
"3965","2310033P09Rik"
"3966","2310034C09Rik"
"3967","2310034G01Rik"
"3968","2310034O05Rik"
"3969","2310035C23Rik"
"3970","2310036O22Rik"
"3971","2310039H08Rik"
"3972","2310039L15Rik"
"3973","2310040G24Rik"
"3974","2310043L19Rik"
"3975","2310043O21Rik"
"3976","2310045n01rik-mef2b;Borcs8;Mef2b"
"3977","2310050C09Rik"
"3978","2310057J18Rik"
"3979","2310057M21Rik"
"3980","2310057N15Rik"
"3981","2310061I04Rik"
"3982","2310061N02Rik"
"3983","2310065F04Rik"
"3984","2310068J16Rik"
"3985","2310069B03Rik"
"3986","2310069G16Rik"
"3987","2310075C17Rik"
"3988","2310079G19Rik"
"3989","2310081J21Rik"
"3990","2400006E01Rik"
"3991","2410002F23Rik;Snord88a"
"3992","2410003L11Rik"
"3993","2410004B18Rik"
"3994","2410004I01Rik"
"3995","2410004P03Rik"
"3996","2410012E07Rik"
"3997","2410015M20Rik"
"3998","2410016O06Rik"
"3999","2410017I17Rik"
"4000","2410018L13Rik"
"4001","2410021H03Rik"
"4002","2410022M11Rik"
"4003","2410089E03Rik"
"4004","2410124H12Rik"
"4005","2410131K14Rik"
"4006","2410137M14Rik"
"4007","2500002B13Rik"
"4008","2500004C02Rik"
"4009","2510002D24Rik"
"4010","2510003B16Rik"
"4011","2510009E07Rik"
"4012","2610001J05Rik"
"4013","2610002M06Rik"
"4014","2610008E11Rik"
"4015","2610016A17Rik"
"4016","2610020C07Rik"
"4017","2610020H08Rik"
"4018","2610027K06Rik"
"4019","2610028E06Rik"
"4020","2610028H24Rik"
"4021","2610035D17Rik"
"4022","2610035F20Rik"
"4023","2610037D02Rik"
"4024","2610042L04Rik;BC055351;Gm10413;Gm2897;Gm3383;Gm5795"
"4025","2610044O15Rik8"
"4026","2610100L16Rik"
"4027","2610203C22Rik"
"4028","2610206C17Rik"
"4029","2610305D13Rik"
"4030","2610306M01Rik"
"4031","2610307P16Rik"
"4032","2610316D01Rik"
"4033","2610318N02Rik"
"4034","2610507B11Rik"
"4035","2610507I01Rik"
"4036","2610524H06Rik"
"4037","2610528A11Rik"
"4038","2610528J11Rik"
"4039","2700029M09Rik"
"4040","2700038G22Rik"
"4041","2700046A07Rik"
"4042","2700046G09Rik"
"4043","2700049A03Rik"
"4044","2700054A10Rik"
"4045","2700060E02Rik"
"4046","2700062C07Rik"
"4047","2700069I18Rik"
"4048","2700070H01Rik;Defb42"
"4049","2700081O15Rik;Mir6991"
"4050","2700089I24Rik"
"4051","2700094K13Rik"
"4052","2700097O09Rik;BC016540"
"4053","2700099C18Rik"
"4054","2810001G20Rik"
"4055","2810002D19Rik"
"4056","2810004N23Rik"
"4057","2810006K23Rik"
"4058","2810013P06Rik"
"4059","2810021J22Rik"
"4060","2810025M15Rik"
"4061","2810032G03Rik"
"4062","2810047C21Rik1"
"4063","2810049E08Rik"
"4064","2810403A07Rik"
"4065","2810403D21Rik"
"4066","2810404M03Rik"
"4067","2810405F15Rik"
"4068","2810408A11Rik"
"4069","2810408I11Rik"
"4070","2810410L24Rik"
"4071","2810417H13Rik"
"4072","2810428I15Rik"
"4073","2810433D01Rik"
"4074","2810442N19Rik"
"4075","2810454H06Rik"
"4076","2810459M11Rik"
"4077","2810468N07Rik"
"4078","2810471M01Rik"
"4079","2900005J15Rik"
"4080","2900009J06Rik"
"4081","2900011O08Rik"
"4082","2900026A02Rik"
"4083","2900041M22Rik"
"4084","2900052N01Rik"
"4085","2900055J20Rik"
"4086","2900057B20Rik"
"4087","2900060B14Rik"
"4088","2900076A07Rik"
"4089","2900079G21Rik"
"4090","2900092C05Rik"
"4091","2900092D14Rik"
"4092","2900097C17Rik"
"4093","3000002C10Rik"
"4094","3010001F23Rik"
"4095","3010026O09Rik"
"4096","3100003L05Rik"
"4097","3110001I22Rik;Bfar"
"4098","3110002H16Rik"
"4099","3110009E18Rik"
"4100","3110009F21Rik"
"4101","3110015C05Rik"
"4102","3110021A11Rik"
"4103","3110021N24Rik"
"4104","3110035E14Rik"
"4105","3110039I08Rik"
"4106","3110039M20Rik;Foxg1"
"4107","3110040N11Rik"
"4108","3110043O21Rik"
"4109","3110045C21Rik"
"4110","3110052M02Rik"
"4111","3110056K07Rik"
"4112","3110070M22Rik"
"4113","3110079O15Rik"
"4114","3110082I17Rik"
"4115","3110082J24Rik"
"4116","3110099E03Rik"
"4117","3200001D21Rik"
"4118","3300002A11Rik"
"4119","3300002I08Rik"
"4120","3300002P13Rik"
"4121","3300005D01Rik"
"4122","3425401B19Rik"
"4123","3632454L22Rik;Zmat1"
"4124","3830403N18Rik"
"4125","3830406C13Rik"
"4126","3830417A13Rik"
"4127","3830432H09Rik"
"4128","3930402G23Rik"
"4129","4430402I18Rik"
"4130","4631405J19Rik"
"4131","4632415L05Rik"
"4132","4632428C04Rik"
"4133","4732440D04Rik"
"4134","4732456N10Rik"
"4135","4732471J01Rik"
"4136","4732490B19Rik"
"4137","4732491K20Rik"
"4138","4831407H17Rik"
"4139","4831440E17Rik"
"4140","4833411C07Rik"
"4141","4833412C05Rik"
"4142","4833415N18Rik"
"4143","4833417C18Rik"
"4144","4833418N02Rik"
"4145","4833419F23Rik"
"4146","4833420G17Rik"
"4147","4833422C13Rik"
"4148","4833422M21Rik"
"4149","4833423E24Rik"
"4150","4833427F10Rik"
"4151","4833427G06Rik"
"4152","4833428L15Rik"
"4153","4833439L19Rik"
"4154","4921501E09Rik"
"4155","4921504A21Rik"
"4156","4921504E06Rik"
"4157","4921507P07Rik"
"4158","4921508D12Rik"
"4159","4921509C19Rik"
"4160","4921509O07Rik"
"4161","4921511C10Rik"
"4162","4921511C20Rik"
"4163","4921511H03Rik"
"4164","4921511I17Rik"
"4165","4921513D11Rik"
"4166","4921513I03Rik"
"4167","4921515E04Rik"
"4168","4921517D22Rik"
"4169","4921518K17Rik"
"4170","4921524J17Rik"
"4171","4921524L21Rik"
"4172","4921525O09Rik"
"4173","4921529L05Rik"
"4174","4921530L21Rik"
"4175","4921531C22Rik"
"4176","4921531P14Rik"
"4177","4921533I20Rik"
"4178","4921534H16Rik"
"4179","4921536K21Rik"
"4180","4921539E11Rik"
"4181","4922502D21Rik"
"4182","4922502H24Rik"
"4183","4922502N22Rik"
"4184","4930401C15Rik"
"4185","4930401O10Rik"
"4186","4930401O12Rik"
"4187","4930402F06Rik"
"4188","4930402F11Rik"
"4189","4930402H24Rik"
"4190","4930402K13Rik"
"4191","4930404A05Rik"
"4192","4930404H11Rik"
"4193","4930404I05Rik"
"4194","4930404N11Rik"
"4195","4930405A10Rik"
"4196","4930405A21Rik"
"4197","4930405D11Rik"
"4198","4930405J17Rik"
"4199","4930405L22Rik"
"4200","4930405O22Rik"
"4201","4930406D18Rik"
"4202","4930407G08Rik"
"4203","4930407I10Rik"
"4204","4930407I19Rik"
"4205","4930412B13Rik"
"4206","4930412O13Rik"
"4207","4930413E15Rik"
"4208","4930413F20Rik"
"4209","4930413G21Rik"
"4210","4930413M19Rik"
"4211","4930414N06Rik"
"4212","4930415F15Rik"
"4213","4930415L06Rik"
"4214","4930415O20Rik"
"4215","4930417O13Rik"
"4216","4930417O22Rik"
"4217","4930419G24Rik"
"4218","4930423M02Rik"
"4219","4930425K10Rik"
"4220","4930425L21Rik"
"4221","4930425O10Rik"
"4222","4930426D05Rik"
"4223","4930426L09Rik"
"4224","4930427A07Rik"
"4225","4930428D20Rik"
"4226","4930428E07Rik"
"4227","4930428G15Rik"
"4228","4930428O21Rik"
"4229","4930429B21Rik"
"4230","4930429D17Rik"
"4231","4930429F11Rik"
"4232","4930429F24Rik"
"4233","4930430A15Rik"
"4234","4930430F08Rik"
"4235","4930430F21Rik"
"4236","4930430J02Rik"
"4237","4930431F12Rik"
"4238","4930431P03Rik"
"4239","4930432E11Rik"
"4240","4930432J09Rik"
"4241","4930432K21Rik"
"4242","4930432M17Rik"
"4243","4930433B08Rik"
"4244","4930433I11Rik"
"4245","4930433N12Rik"
"4246","4930434J06Rik"
"4247","4930435E12Rik"
"4248","4930438E09Rik"
"4249","4930440C22Rik"
"4250","4930440I19Rik"
"4251","4930441H08Rik"
"4252","4930441J16Rik"
"4253","4930442J19Rik"
"4254","4930442L01Rik"
"4255","4930443O20Rik"
"4256","4930444F02Rik;DQ713738"
"4257","4930444G20Rik"
"4258","4930444M15Rik"
"4259","4930444P10Rik"
"4260","4930445N18Rik"
"4261","4930447A16Rik"
"4262","4930447C04Rik"
"4263","4930447F24Rik"
"4264","4930447J18Rik"
"4265","4930447K03Rik"
"4266","4930447M23Rik"
"4267","4930447N08Rik"
"4268","4930448C13Rik"
"4269","4930448F12Rik"
"4270","4930448H16Rik"
"4271","4930448I06Rik"
"4272","4930448I18Rik"
"4273","4930448K20Rik"
"4274","4930449A18Rik"
"4275","4930449E01Rik"
"4276","4930449E18Rik"
"4277","4930449I24Rik;Gm3402;Gm3415"
"4278","4930451G09Rik"
"4279","4930451I11Rik"
"4280","4930452A19Rik"
"4281","4930452B06Rik"
"4282","4930452G13Rik"
"4283","4930452N14Rik"
"4284","4930453H23Rik"
"4285","4930453L07Rik"
"4286","4930453N24Rik"
"4287","4930455B14Rik"
"4288","4930455D15Rik"
"4289","4930455F16Rik"
"4290","4930455G09Rik"
"4291","4930455H04Rik"
"4292","4930455J16Rik"
"4293","4930456L15Rik"
"4294","4930459C07Rik"
"4295","4930459L07Rik"
"4296","4930461G14Rik"
"4297","4930463O16Rik"
"4298","4930465K10Rik"
"4299","4930465M20Rik"
"4300","4930467D21Rik"
"4301","4930467E23Rik;Gm21119"
"4302","4930467K11Rik"
"4303","4930469G21Rik"
"4304","4930470H14Rik"
"4305","4930470O06Rik"
"4306","4930470P17Rik"
"4307","4930471C04Rik"
"4308","4930471G03Rik"
"4309","4930471M09Rik"
"4310","4930473A02Rik"
"4311","4930473O22Rik"
"4312","4930474H20Rik"
"4313","4930474M22Rik"
"4314","4930474N05Rik"
"4315","4930474N09Rik"
"4316","4930477N07Rik"
"4317","4930478L05Rik"
"4318","4930478P22Rik"
"4319","4930479D17Rik"
"4320","4930480E11Rik"
"4321","4930480G23Rik"
"4322","4930480K15Rik"
"4323","4930480K23Rik"
