"","BMP4_1ug","BMP4_2ug","NTC"
"Sfxn4",42,51,67
"Sfxn5",26,21,48
"Sgca",3,0,0
"Sgcb",79,62,86
"Sgcd",0,0,1
"Sgce",162,149,173
"Sgcg",0,1,1
"Sgcz",0,0,0
"Sgf29",277,180,357
"Sgip1",4,12,11
"Sgk1",280,255,552
"Sgk2",4,4,2
"Sgms1",283,194,338
"Sgms2",15,12,26
"Sgol1",560,491,647
"Sgol2a",603,493,766
"Sgol2b",0,0,0
"Sgpl1",601,659,856
"Sgpp1",103,57,94
"Sgpp2",20,27,32
"Sgsh",24,28,26
"Sgsm1",63,61,108
"Sgsm3",87,79,100
"Sgta",896,642,1192
"Sgtb",44,35,46
"Sh2b1",346,191,436
"Sh2b2",40,25,56
"Sh2d1a",0,0,0
"Sh2d1b1",1,0,0
"Sh2d1b2",0,0,0
"Sh2d2a",3,3,4
"Sh2d3c",50,21,57
"Sh2d4a",1,5,2
"Sh2d4b",0,3,4
"Sh2d6",2,7,1
"Sh2d7",0,0,0
"Sh3bgr",15,12,11
"Sh3bgrl",618,744,1038
"Sh3bgrl2",230,135,247
"Sh3bgrl3",828,686,1049
"Sh3bp1",226,230,317
"Sh3bp2",37,22,64
"Sh3bp4",219,160,242
"Sh3bp5",74,52,88
"Sh3bp5l",338,172,392
"Sh3d19",313,156,319
"Sh3d21",21,9,27
"Sh3gl1",687,542,868
"Sh3gl2",40,23,35
"Sh3gl3",77,68,114
"Sh3glb1",1103,719,1233
"Sh3glb2",247,152,283
"Sh3kbp1",131,132,184
"Sh3pxd2b",123,125,163
"Sh3rf1",169,92,225
"Sh3rf2",4,6,3
"Sh3rf3",9,7,17
"Sh3tc1",14,21,11
"Sh3tc2",13,13,13
"Sh3yl1",56,39,87
"Shank1",1,3,4
"Shank2",3,3,5
"Shank3",65,42,63
"Sharpin",260,194,254
"Shb",236,151,369
"Shbg",3,2,1
"Shc1",309,187,348
"Shc2",132,109,168
"Shc3",0,1,1
"Shc4",29,23,30
"Shcbp1",522,414,799
"Shcbp1l",1,5,0
"Shd",28,35,30
"She",20,26,27
"Shf",44,31,51
"Shfm1",2405,2086,4699
"Shh",4,3,17
"Shisa2",148,116,329
"Shisa3",4,11,15
"Shisa5",172,138,171
"Shisa6",9,5,15
"Shisa7",8,4,5
"Shisa8",50,21,31
"Shisa9",6,6,10
"Shkbp1",178,175,237
"Shmt1",700,504,1013
"Shmt2",1430,1115,1575
"Shox2",9,10,14
"Shpk",10,6,5
"Shprh",205,131,268
"Shq1",180,139,236
"Shroom1",24,19,10
"Shroom2",283,204,379
"Shroom3",265,222,356
"Shroom4",96,53,116
"Shtn1",28,16,16
"Siae",59,81,54
"Siah1a",459,418,676
"Siah1b",308,220,555
"Siah2",189,127,340
"Siah3",0,0,0
"Sigirr",30,36,40
"Siglec1",0,1,1
"Siglec15",0,0,0
"Siglece",0,2,1
"Siglecf",2,3,0
"Siglecg",1,2,0
"Siglech",0,0,0
"Sigmar1",862,637,1049
"Sik2",39,40,66
"Sik3",260,162,390
"Sike1",250,209,264
"Sil1",63,57,87
"Sim1",3,4,10
"Sim2",2,4,1
"Simc1",156,152,232
"Sin3a",965,575,1305
"Sin3b",1233,698,1172
"Sipa1",85,55,97
"Sipa1l1",423,340,523
"Sipa1l2",221,128,239
"Sirpa",128,134,182
"Sirpb1a;Sirpb1b",0,0,0
"Sirt1",578,333,1024
"Sirt2",292,200,365
"Sirt4",12,2,6
"Sirt5",16,34,28
"Sirt6",118,101,154
"Sit1",1,3,0
"Siva1",1933,1954,2909
"Six1",25,29,34
"Six2",158,129,208
"Six3",89,70,100
"Six3os1",13,21,7
"Six4",47,61,59
"Six5",74,65,85
"Six6",2,5,3
"Ska1",449,418,561
"Ska2",633,549,1079
"Ska3",301,213,562
"Skap2",105,74,118
"Ski",702,598,943
"Skida1",96,91,78
"Skint1",0,0,0
"Skint10",0,0,0
"Skint11",0,0,0
"Skint2",0,0,0
"Skint3",0,0,0
"Skint4",2,1,0
"Skint5",0,0,0
"Skint6",0,0,1
"Skint7",0,0,0
"Skint8",0,0,0
"Skint9",0,0,0
"Skiv2l2",1070,729,1500
"Skor1",6,19,13
"Skor2",0,0,0
"Skp1a",3017,2679,4829
"Skp2",746,527,892
"Sla",0,0,0
"Slain1",82,57,144
"Slain1os",0,0,0
"Slain2",373,270,605
"Slamf1",0,0,0
"Slamf6",0,0,0
"Slamf7",0,0,1
"Slamf8",0,0,0
"Slamf9",3,2,5
"Slbp",303,271,468
"Slc10a1",0,0,1
"Slc10a2",0,0,0
"Slc10a4",3,1,0
"Slc10a5",0,1,0
"Slc10a6",0,0,0
"Slc10a7",45,49,66
"Slc11a1",5,5,7
"Slc12a1",0,0,1
"Slc12a2",467,407,627
"Slc12a3",0,1,5
"Slc12a5",6,4,8
"Slc12a7",224,151,314
"Slc12a8",11,17,7
"Slc12a9",51,38,42
"Slc13a1",0,0,0
"Slc13a2",2,0,0
"Slc13a2os",0,0,0
"Slc13a3",7,7,4
"Slc13a4",153,167,159
"Slc13a5",1,1,0
"Slc14a2",0,1,0
"Slc15a1",1,3,1
"Slc15a2",25,23,19
"Slc15a3",10,4,13
"Slc15a4",208,139,354
"Slc15a5",0,0,0
"Slc16a11",5,6,7
"Slc16a12",1,2,3
"Slc16a13",134,112,155
"Slc16a14",2,22,1
"Slc16a2",114,82,149
"Slc16a4",0,2,0
"Slc16a5",7,4,4
"Slc16a7",3,9,10
"Slc16a9",27,94,11
"Slc17a1",0,0,1
"Slc17a2",0,0,1
"Slc17a3",0,0,0
"Slc17a4",0,0,1
"Slc17a5",58,58,66
"Slc17a6",5,12,9
"Slc17a8",1,1,3
"Slc17a9",10,7,11
"Slc18a1",5,10,8
"Slc18a2",24,25,64
"Slc18a3",8,9,6
"Slc18b1",29,28,49
"Slc19a1",263,206,277
"Slc19a2",97,74,170
"Slc19a3",21,21,22
"Slc1a1",4,1,3
"Slc1a2",1,6,1
"Slc1a3",211,147,270
"Slc1a6",2,6,5
"Slc1a7",0,2,1
"Slc20a2",378,317,462
"Slc22a1",0,1,1
"Slc22a12",0,0,0
"Slc22a13",0,0,3
"Slc22a13b-ps",1,1,5
"Slc22a14",0,0,0
"Slc22a16",0,2,0
"Slc22a17",97,70,91
"Slc22a18",29,47,36
"Slc22a19",0,0,0
"Slc22a2",1,1,0
"Slc22a20",0,0,0
"Slc22a21",23,30,14
"Slc22a22",0,0,0
"Slc22a23",148,147,205
"Slc22a26",0,0,0
"Slc22a27",0,0,0
"Slc22a28",0,0,0
"Slc22a29;Slc22a30",1,0,0
"Slc22a3",7,8,5
"Slc22a4",0,0,1
"Slc22a5",30,18,20
"Slc22a6",1,0,2
"Slc22a7",6,4,1
"Slc22a8",0,3,6
"Slc23a1",46,24,35
"Slc23a2",100,62,139
"Slc23a3",3,2,6
"Slc24a1",3,2,1
"Slc24a2",1,2,4
"Slc24a3",6,10,13
"Slc24a4",2,4,4
"Slc24a5",62,73,104
"Slc25a1",523,462,735
"Slc25a10",223,180,195
"Slc25a11",799,737,909
"Slc25a12",121,70,116
"Slc25a13",955,760,1192
"Slc25a14",49,41,115
"Slc25a15",241,170,284
"Slc25a16",109,127,131
"Slc25a17",422,310,629
"Slc25a18",4,2,10
"Slc25a2",0,1,1
"Slc25a20",155,94,211
"Slc25a21",1,1,3
"Slc25a22",170,154,269
"Slc25a23",143,70,190
"Slc25a24",247,235,242
"Slc25a25",139,100,155
"Slc25a26",93,58,136
"Slc25a27;UCP4",53,52,51
"Slc25a28",281,149,312
"Slc25a29",27,22,21
"Slc25a3",6261,4803,9872
"Slc25a30",15,13,3
"Slc25a31",2,9,10
"Slc25a32",60,33,64
"Slc25a33",228,164,308
"Slc25a34",2,1,0
"Slc25a35",8,2,6
"Slc25a38",292,206,390
"Slc25a4",3473,2310,3950
"Slc25a40",69,133,61
"Slc25a41",4,2,6
"Slc25a42",16,7,11
"Slc25a43",23,7,9
"Slc25a44",265,215,376
"Slc25a45",10,10,10
"Slc25a46",406,297,514
"Slc25a47",7,12,13
"Slc25a48",3,2,1
"Slc25a5",6150,4827,9780
"Slc25a51",457,366,687
"Slc25a53",51,70,72
"Slc25a54",0,0,0
"Slc26a1",2,4,4
"Slc26a10",25,29,23
"Slc26a11",43,40,46
"Slc26a2",131,107,104
"Slc26a3",0,0,0
"Slc26a4",0,0,2
"Slc26a5",1,2,1
"Slc26a6",2,4,3
"Slc26a8",0,2,0
"Slc26a9",0,1,0
"Slc27a1",14,21,31
"Slc27a2",59,42,113
"Slc27a3",161,162,156
"Slc27a4",95,81,114
"Slc27a5",1,0,0
"Slc27a6",2,9,4
"Slc28a1",13,16,6
"Slc28a2",5,2,4
"Slc28a3",0,0,0
"Slc29a1",290,246,324
"Slc29a2",196,138,278
"Slc29a3",73,67,69
"Slc29a4",46,38,67
"Slc2a1",4233,2690,3956
"Slc2a10",16,14,14
"Slc2a12",4,13,9
"Slc2a13",3,3,1
"Slc2a2",52,40,63
"Slc2a3",5028,3931,5487
"Slc2a4",11,33,21
"Slc2a4rg-ps",34,53,26
"Slc2a5",16,20,21
"Slc2a6",5,12,2
"Slc2a7",0,0,0
"Slc2a8",87,99,112
"Slc2a9",0,0,0
"Slc30a10",4,11,1
"Slc30a2",199,113,122
"Slc30a3",33,21,28
"Slc30a4",167,140,238
"Slc30a6",193,192,223
"Slc30a7",245,177,357
"Slc30a8",0,0,0
"Slc30a9",441,377,636
"Slc31a1",400,268,601
"Slc31a2",81,34,73
"Slc32a1",2,10,7
"Slc33a1",162,126,207
"Slc34a1",1,1,0
"Slc34a2",7,9,4
"Slc34a3",0,5,6
"Slc35a1",376,338,513
"Slc35a2",135,78,154
"Slc35a4",437,283,499
"Slc35a5",45,60,65
"Slc35b1",794,776,1080
"Slc35b3",77,71,97
"Slc35b4",341,245,408
"Slc35c1",71,57,103
"Slc35c2",327,238,313
"Slc35d1",69,65,66
"Slc35d2",31,25,24
"Slc35d3",66,42,74
"Slc35e1",391,214,421
"Slc35e2",193,162,276
"Slc35e3",100,73,154
"Slc35e4",23,29,23
"Slc35f1",17,16,27
"Slc35f2",298,223,394
"Slc35f3",4,9,1
"Slc35f4",2,0,1
"Slc35f5",166,91,242
"Slc35g1",189,118,184
"Slc35g2",17,17,19
"Slc35g3",0,1,0
"Slc36a1",69,38,73
"Slc36a1os",0,0,0
"Slc36a2",2,1,0
"Slc36a3",0,0,0
"Slc36a4",8,7,9
"Slc37a1",26,15,20
"Slc37a2",11,9,9
"Slc37a3",188,121,226
"Slc38a1",1647,1208,1686
"Slc38a11",0,0,0
"Slc38a3",51,79,60
"Slc38a4",1017,765,1155
"Slc38a5",8,23,12
"Slc38a6",161,117,135
"Slc38a7",198,172,199
"Slc38a8",1,3,2
"Slc39a1",414,255,490
"Slc39a10",561,647,599
"Slc39a11",44,14,56
"Slc39a12",0,0,0
"Slc39a13",37,25,29
"Slc39a2",14,7,12
"Slc39a3",25,24,26
"Slc39a4",69,57,99
"Slc39a5",42,42,44
"Slc39a6",295,158,333
"Slc39a8",287,280,427
"Slc3a1",2,1,11
"Slc40a1",76,47,145
"Slc41a1",110,115,153
"Slc41a2",2,1,3
"Slc41a3",6,19,7
"Slc43a1",100,138,125
"Slc43a2",138,328,89
"Slc43a3",145,143,114
"Slc44a1",36,26,21
"Slc44a2",268,297,254
"Slc44a3",6,4,10
"Slc44a4",60,29,50
"Slc44a5",39,54,60
"Slc45a1",91,56,61
"Slc45a2",0,1,0
"Slc45a3",42,26,29
"Slc45a4",115,78,140
"Slc46a1",116,71,109
"Slc46a2",0,1,1
"Slc46a3",31,21,23
"Slc47a1",2,2,3
"Slc47a2",0,1,2
"Slc48a1",59,41,63
"Slc4a1",1,0,0
"Slc4a10",1,1,1
"Slc4a11",19,4,12
"Slc4a1ap",324,256,375
"Slc4a2",93,70,128
"Slc4a3",22,27,24
"Slc4a4",221,179,262
"Slc4a5",40,52,57
"Slc4a7",640,437,810
"Slc4a8",40,38,37
"Slc4a9",1,1,2
"Slc50a1",125,144,173
"Slc51a",1,4,3
"Slc51b",0,0,0
"Slc52a2",179,138,180
"Slc52a3",3,5,7
"Slc5a1",0,1,0
"Slc5a10",4,5,1
"Slc5a11",0,1,1
"Slc5a12",0,1,1
"Slc5a2",3,1,2
"Slc5a4a",0,1,0
"Slc5a4b",0,4,0
"Slc5a5",51,26,57
"Slc5a6",84,52,114
"Slc5a7",26,25,43
"Slc5a8",2,0,2
"Slc5a9",1,1,1
"Slc6a1",8,11,16
"Slc6a11",1,0,1
"Slc6a13",11,16,5
"Slc6a14",1,0,0
"Slc6a15",20,34,49
"Slc6a17",8,11,5
"Slc6a18",0,1,0
"Slc6a19",0,1,0
"Slc6a19os",1,0,0
"Slc6a2",3,6,5
"Slc6a20a",0,0,0
"Slc6a20b",2,0,2
"Slc6a3",0,0,0
"Slc6a4",10,11,8
"Slc6a5",0,0,0
"Slc6a6",1063,859,1426
"Slc6a7",1,0,0
"Slc6a8",180,143,218
"Slc6a9",130,74,188
"Slc7a1",311,150,376
"Slc7a10",2,0,0
"Slc7a12",0,0,0
"Slc7a13",0,0,1
"Slc7a14",4,5,7
"Slc7a15",0,0,0
"Slc7a2",12,18,12
"Slc7a3",668,529,1108
"Slc7a4",6,3,8
"Slc7a5",718,587,812
"Slc7a6os",250,208,307
"Slc7a7",483,403,586
"Slc7a8",56,50,55
"Slc7a9",17,20,24
"Slc8a1",30,36,38
"Slc8a2",6,4,10
"Slc8a3",5,7,9
"Slc8b1",33,29,49
"Slc9a2",3,0,2
"Slc9a3",2,1,0
"Slc9a3r1",1389,790,1724
"Slc9a3r2",77,39,104
"Slc9a4",0,0,0
"Slc9a5",48,48,37
"Slc9a6",206,145,217
"Slc9a7",2,3,3
"Slc9a8",55,95,86
"Slc9a9",0,10,6
"Slc9b1",17,28,14
"Slc9b2",10,11,20
"Slc9c1",0,0,0
"Slco1a1",0,0,0
"Slco1a4",0,1,0
"Slco1a5",1,1,0
"Slco1a6",0,1,0
"Slco1b2",0,1,1
"Slco1c1",11,16,13
"Slco2b1",0,2,1
"Slco3a1",91,101,157
"Slco4a1",10,2,10
"Slco4c1",16,5,15
"Slco5a1",42,38,43
"Slco6b1",1,0,0
"Slco6c1",0,0,0
"Slco6d1",0,0,0
"Slf1",183,165,202
"Slfn1",0,0,0
"Slfn10-ps",6,11,4
"Slfn14",0,0,0
"Slfn2",1,1,4
"Slfn3",1,3,0
"Slfn4",0,0,0
"Slfn5",14,9,23
"Slfn5os",0,0,0
"Slfn8",2,5,1
"Slfn9",93,127,60
"Slfnl1",0,0,0
"Slirp",1578,1349,2659
"Slit1",13,15,20
"Slit2",75,66,118
"Slit3",81,84,116
"Slitrk1",0,0,0
"Slitrk2",32,24,31
"Slitrk3",0,1,0
"Slitrk4",16,6,11
"Slitrk5",69,57,79
"Slitrk6",0,0,0
"Slk",814,554,797
"Slmap",590,370,725
"Slmo1",147,117,167
"Slmo2",831,612,1108
"Sln",0,0,0
"Sltm",2041,1303,2138
"Slu7",606,497,706
"Slurp1",0,0,0
"Slx",0,0,0
"Slx1b",180,103,251
"Slx4",137,114,185
"Slxl1",0,0,0
"Sly",0,0,0
"Smad1",772,711,1165
"Smad2",530,344,677
"Smad4",1510,1178,1944
"Smad5",536,565,665
"Smad6",316,312,280
"Smad7",410,308,451
"Smagp",166,54,126
"Smarca1",326,403,442
"Smarcad1",806,599,1109
"Smarcal1",334,229,403
"Smarcb1",1055,970,1443
"Smarcc1",3480,2971,4155
"Smarcd1",1108,951,1426
"Smarcd2",441,367,509
"Smarcd3",122,210,119
"Smarce1",947,579,1390
"Smc1a",2088,1894,2252
"Smc1b",5,43,4
"Smc2",2400,1822,3034
"Smc2os",4,4,5
"Smc6",2202,1781,2705
"Smco1",0,1,0
"Smco2",0,0,0
"Smco3",0,2,0
"Smco4",132,120,163
"Smcp",0,2,2
"Smcr8",216,142,316
"Smdt1",1024,1077,1476
"Smek2",880,443,1172
"Smg5",725,438,858
"Smg6",338,225,408
"Smg7",860,515,1160
"Smg8",253,154,455
"Smg9",157,157,178
"Smim1",80,68,67
"Smim10l1",379,256,433
"Smim10l2a",112,93,158
"Smim11",340,350,541
"Smim12",440,492,545
"Smim13",291,230,404
"Smim15",699,471,921
"Smim17",0,1,1
"Smim18",0,0,0
"Smim19",96,144,104
"Smim20",228,214,283
"Smim22",26,34,35
"Smim23",0,1,0
"Smim24",3,1,4
"Smim3",79,63,76
"Smim4",209,226,371
"Smim5",1,0,0
"Smim6",0,2,0
"Smim7",552,358,762
"Smim8",156,180,229
"Smim9",0,0,0
"Smkr-ps",3,3,2
"Smlr1",13,9,16
"Smn1",1071,922,1542
"Smndc1",1219,806,1640
"Smoc1",121,71,115
"Smoc2",19,21,28
"Smok2a",0,0,0
"Smok2b",0,0,0
"Smok3a;Smok3b",0,0,0
"Smok3c",0,0,0
"Smok4a",0,0,0
"Smpd1",144,132,148
"Smpd2",204,155,239
"Smpd3",7,18,12
"Smpd4",745,674,912
"Smpd5",1,8,5
"Smpdl3a",29,31,38
"Smpdl3b",52,37,36
"Smpx",1,0,0
"Smr2",0,0,0
"Smr3a",0,0,0
"Sms",1149,1045,1733
"Smtn",144,120,181
"Smtnl1",0,1,1
"Smtnl2",185,139,267
"Smu1",1532,1148,2241
"Smug1",68,82,91
"Smyd1",6,8,1
"Smyd2",440,318,526
"Smyd3",68,67,130
"Smyd4",111,98,96
"Smyd5",801,686,1027
"Snai1",786,663,1190
"Snai2",52,88,54
"Snai3",16,14,10
"Snap25",5,5,9
"Snap29",179,135,223
"Snap47",410,353,548
"Snap91",14,12,14
"Snapc1",99,60,106
"Snapc2",277,188,393
"Snapc4",155,126,173
"Snapc5",432,349,637
"Snapin",295,245,329
"Snca",15,16,25
"Sncaip",3,16,11
"Sncb",15,16,21
"Sncg",0,1,1
"Snd1",811,700,1025
"Snf8",720,534,800
"Snhg10",28,27,52
"Snhg11",60,89,84
"Snhg14",682,691,878
"Snhg17",528,604,551
"Snhg18",80,86,123
"Snhg20",208,186,239
"Snhg3",710,532,1279
"Snhg4;Snora74a",395,272,668
"Snhg5",2507,2559,2979
"Snhg6",738,606,1582
"Snhg7",278,202,474
"Snhg9",169,97,254
"Snip1",339,206,545
"Snn",283,285,439
"Snora15",3,3,2
"Snora16a",11,6,9
"Snora17",19,10,39
"Snora20",2,0,0
"Snora21",10,6,21
"Snora23",9,9,12
"Snora28",2,0,0
"Snora2b",4,0,2
"Snora3",12,6,13
"Snora30",2,1,3
"Snora31",40,35,61
"Snora34",0,0,0
"Snora35",0,0,0
"Snora36b",1,1,1
"Snora41",0,1,7
"Snora43",10,11,22
"Snora44",22,4,36
"Snora47",1,1,2
"Snora52",0,1,2
"Snora5c",1,1,1
"Snora61",1,5,9
"Snora62",7,0,3
"Snora64",11,8,11
"Snora65",56,53,125
"Snora68",52,29,92
"Snora69",1,2,9
"Snora70",12,8,11
"Snora75",2,5,16
"Snora78",50,57,51
"Snora7a",25,19,37
"Snora81",7,8,9
"Snord104",76,114,135
"Snord11",0,0,1
"Snord110",1,0,1
"Snord111",0,0,1
"Snord116",0,0,0
"Snord118",0,0,0
"Snord12",139,91,315
"Snord123",0,0,1
"Snord14a",0,0,1
"Snord14d",0,0,0
"Snord15a",16,0,3
"Snord16a",63,52,73
"Snord17",3,2,7
"Snord19",1,9,4
"Snord1b",6,10,19
"Snord1c",0,0,0
"Snord2",2,2,5
"Snord23",0,1,0
"Snord37",21,18,23
"Snord38a",3,4,10
"Snord42a",2,0,1
"Snord42b",25,27,27
"Snord43",8,12,9
"Snord45b",4,2,2
"Snord49a",119,86,216
"Snord49b",174,128,337
"Snord4a",4,2,8
"Snord52",4,2,7
"Snord53",1,0,3
"Snord55",4,3,8
"Snord57",1,3,4
"Snord58b",14,8,25
"Snord61",0,2,1
"Snord64",0,1,5
"Snord66",0,0,0
"Snord67",3,0,0
"Snord68",1,0,7
"Snord69",4,2,5
"Snord70",0,0,1
"Snord71",0,0,0
"Snord72",6,10,19
"Snord73a",4,0,5
"Snord8",1,1,3
"Snord82",357,264,420
"Snord83b",2,3,3
"Snord85",0,0,0
"Snord87",4,3,9
"Snord88c",0,1,0
"Snord89",0,0,1
"Snord90",0,0,0
"Snord91a",0,0,0
"Snord92",15,12,9
"Snord93",1,1,5
"Snord98",0,1,3
"Snph",41,38,60
"Snrk",85,79,77
"Snrnp200",1793,1534,2449
"Snrnp25",568,577,959
"Snrnp27",962,820,1303
"Snrnp35",94,110,103
"Snrnp40",1020,791,1584
"Snrnp48",633,387,909
"Snrnp70",1239,865,1317
"Snrpa",1036,985,1606
"Snrpa1",2490,2041,3451
"Snrpb",4617,3924,7118
"Snrpb2",1967,1371,2965
"Snrpc",521,352,1014
"Snrpd1",3063,3086,5723
"Snrpe",3455,2837,6389
"Snrpf",1427,1192,2973
"Snrpn;Snurf",1741,1696,2874
"Sntb1",0,6,4
"Sntg1",0,0,1
"Sntg2",1,0,2
"Sntn",0,0,0
"Snupn",148,153,191
"Snw1",1770,1366,1967
"Snx11",117,62,116
"Snx13",123,103,168
"Snx16",158,125,258
"Snx18",417,268,603
"Snx19",217,162,197
"Snx2",690,482,975
"Snx20",3,9,1
"Snx22",24,16,26
"Snx24",183,111,223
"Snx25",70,34,74
"Snx27",933,638,1005
"Snx29",3,4,2
"Snx3",2115,1400,2891
"Snx30",187,112,215
"Snx31",9,6,4
"Snx32",10,7,16
"Snx33",66,73,45
"Snx4",514,352,573
"Snx5",4650,3469,6838
"Snx6",1309,1090,1638
"Snx7",145,94,200
"Snx8",231,168,272
"Snx9",129,80,110
"Soat2",34,37,71
"Sobp",22,12,24
"Socs1",9,12,31
"Socs2",1205,876,1610
"Socs3",114,45,76
"Socs4",104,94,147
"Socs5",124,58,176
"Socs6",349,211,504
"Socs7",144,101,208
"Sod1",4813,4477,8100
"Sod2",582,377,742
"Sod3",3,7,2
"Soga1",233,147,311
"Soga3",161,150,144
"Sohlh1",0,1,1
"Sohlh2",69,9,32
"Sorbs1",132,87,108
"Sorbs2os",0,0,0
"Sorbs3",64,67,80
"Sorcs1",3,0,5
"Sorcs2",18,16,24
"Sorcs3",3,5,1
"Sord",434,155,366
"Sorl1",82,97,96
"Sort1",295,332,400
"Sos1",454,357,488
"Sost",0,0,0
"Sostdc1",0,2,0
"Sowaha",4,7,9
"Sowahb",45,32,54
"Sowahc",52,49,119
"Sowahd",32,24,45
"Sox1",13,19,9
"Sox11",2965,2518,3997
"Sox12",707,519,758
"Sox13",167,76,134
"Sox14",31,21,32
"Sox15",22,14,22
"Sox17",138,77,275
"Sox18",0,7,3
"Sox2",596,243,566
"Sox21",131,32,129
"Sox3",200,162,194
"Sox30",1,9,1
"Sox4",744,670,929
"Sox5",2,2,3
"Sox5os3",0,0,0
"Sox6",2,4,3
"Sox7",23,24,37
"Sox8",5,4,9
"Sox9",207,149,347
"Sp1",1164,913,1528
"Sp100",0,0,0
"Sp110",0,1,0
"Sp140",1,4,0
"Sp2",222,177,309
"Sp3os",30,58,48
"Sp4",146,146,283
"Sp5",1074,682,1749
"Sp6",58,46,72
"Sp7",0,3,1
"Sp8",217,168,296
"Sp9",18,15,21
"Spa17",50,97,67
"Spaca1",0,5,1
"Spaca3",0,0,0
"Spaca4",0,1,1
"Spaca5",0,0,0
"Spaca6",12,18,19
"Spaca7",0,0,0
"Spag1",30,38,55
"Spag11a",0,0,0
"Spag11b",0,0,0
"Spag16",16,31,17
"Spag17",1,2,1
"Spag4",12,36,16
"Spag5",351,316,526
"Spag6",9,12,8
"Spag6l",0,0,0
"Spag8",3,6,8
"Spam1",0,0,0
"Spanxn4",0,0,0
"Sparc",2281,2008,2650
"Sparcl1",6,13,9
"Spast",564,385,824
"Spata1",27,23,22
"Spata13",423,295,595
"Spata16",0,0,0
"Spata17",0,1,2
"Spata18",0,0,1
"Spata19",0,0,0
"Spata2",89,45,120
"Spata20",0,1,0
"Spata21",2,0,0
"Spata24",93,122,109
"Spata25",0,0,0
"Spata2l",1,0,1
"Spata3",0,1,0
"Spata31",1,2,1
"Spata31d1a",0,0,1
"Spata31d1b",0,0,0
"Spata31d1c",0,0,1
"Spata31d1d",2,2,0
"Spata32",1,1,0
"Spata33",2,1,1
"Spata4",1,5,1
"Spata45",4,2,2
"Spata5",494,270,662
"Spata5l1",2,1,1
"Spata6",141,120,229
"Spata7",98,93,140
"Spatc1",0,0,0
"Spatc1l",1,0,0
"Spats1",7,18,1
"Spats2",252,203,258
"Spats2l",82,64,115
"Spc24",1377,1315,1751
"Spc25",648,843,908
"Spcs1",1158,1028,2138
"Spcs2",1655,1480,2418
"Spcs3",692,521,905
"Spdef",10,6,5
"Spdl1",352,243,537
"Spdya",3,7,1
"Spdye4a",0,1,0
"Spdye4b",0,2,2
"Spdye4c",0,0,0
"Specc1",122,107,113
"Specc1l",396,286,476
"Speer1",0,0,0
"Speer2",0,0,1
"Speer3",0,0,0
"Speer4a",0,0,0
"Speer4b",0,0,0
"Speer4c",0,0,0
"Speer4cos",0,0,0
"Speer4d",0,0,0
"Speer4e",0,0,0
"Speer4f1",0,0,0
"Speer5-ps1",0,0,0
"Speer6-ps1",0,0,0
"Speer8-ps1",0,0,0
"Speer9-ps1",1,0,0
"Spef1",20,19,32
"Spef2",6,17,10
"Speg",182,173,170
"Spem1",2,7,2
"Spen",693,453,737
"Spert",0,0,0
"Spesp1",0,3,0
"Spg11",109,96,125
"Spg20",314,270,325
"Spg21",363,328,480
"Spg7",218,231,253
"Sphk2",267,241,344
"Sphkap",11,6,17
"Spi1",0,4,2
"Spib",3,2,1
"Spic",1,0,0
"Spice1",196,238,186
"Spidr",215,144,247
"Spin1",838,583,1312
"Spin2c",423,340,596
"Spin2d",0,0,0
"Spin4",20,47,31
"Spink1",890,626,1620
"Spink10",1,1,4
"Spink11",0,0,0
"Spink12",0,0,0
"Spink13",0,1,0
"Spink14",0,0,0
"Spink2",10,5,6
"Spink4",2,6,4
"Spink5",0,0,0
"Spink6",0,0,0
"Spink7",0,0,0
"Spink8",0,0,1
"Spinkl",0,0,0
"Spint3",0,0,0
"Spint4",0,0,0
"Spint5",1,1,0
"Spire2",44,19,55
"Spn",93,49,50
"Spn-ps",0,0,0
"Spns1",619,477,693
"Spns3",1,2,2
"Spo11",0,1,2
"Spock1",5,1,8
"Spock3",1,3,6
"Spon1",154,83,203
"Spon2",2,3,5
"Spop",547,464,817
"Spopl",104,92,111
"Spp1",17,24,24
"Spp2",6,13,26
"Sppl2c",0,0,0
"Sppl3",809,549,1071
"Spr",314,292,398
"Spred2",475,326,727
"Spred3",57,48,66
"Sprn",3,9,1
"Sprr1a",1,0,0
"Sprr1b",0,0,0
"Sprr2a1",0,0,0
"Sprr2a3",0,1,1
"Sprr2b",0,1,0
"Sprr2d",0,0,0
"Sprr2e",0,0,0
"Sprr2f",0,0,0
"Sprr2g",0,0,0
"Sprr2h",0,0,0
"Sprr2i",0,0,0
"Sprr2j-ps",0,0,0
"Sprr2k",0,0,0
"Sprr3",0,0,0
"Sprr4",0,0,0
"Sprtn",14,19,5
"Spry1",88,52,181
"Spry2",438,211,844
"Spry4",167,98,305
"Spryd3",45,31,69
"Spryd4",224,110,270
"Spryd7",231,125,286
"Spsb1",37,47,46
"Spsb2",31,29,39
"Spsb3",102,101,138
"Spsb4",100,64,106
"Spta1",4,3,6
"Sptb",24,21,34
"Sptbn2",93,66,86
"Sptbn4",10,7,7
"Sptlc1",354,328,360
"Sptlc2",659,334,820
"Sptlc3",1,3,0
"Sptssb",0,0,1
"Spty2d1",347,221,430
"Spx",2,8,8
"Spz1",0,1,0
"Sqle",486,349,646
"Sqrdl",2,3,9
"Sra1",783,721,1049
"Srbd1",291,217,343
"Src",197,139,192
