"","BMP4_1ug","BMP4_2ug","NTC"
"Angptl3",0,0,0
"Angptl4",99,105,106
"Angptl6",12,15,19
"Angptl7",0,0,0
"Angptl8",3,1,0
"Ank1",0,1,0
"Ank3",222,157,274
"Ankar",0,0,0
"Ankdd1b",0,2,0
"Ankef1;BC034902",3,12,9
"Ankfn1",0,0,0
"Ankfy1",483,278,534
"Ankib1",124,87,171
"Ankk1",0,0,1
"Ankle1",27,23,33
"Ankle2",514,301,628
"Ankmy1",0,1,0
"Ankmy2",197,186,271
"Ankra2",226,227,185
"Ankrd1",13,2,16
"Ankrd12",138,114,239
"Ankrd13b",64,43,91
"Ankrd13c",141,88,178
"Ankrd13d",26,17,36
"Ankrd16",120,102,144
"Ankrd17",1672,1086,2239
"Ankrd2",3,2,1
"Ankrd22",0,0,0
"Ankrd23;Ankrd39",81,88,91
"Ankrd24",26,28,28
"Ankrd26",206,153,138
"Ankrd27",424,358,486
"Ankrd28",322,261,412
"Ankrd29",5,3,3
"Ankrd33",0,0,0
"Ankrd33b",64,23,45
"Ankrd34a",10,14,11
"Ankrd34b",2,8,18
"Ankrd34c",5,3,0
"Ankrd35",9,6,12
"Ankrd36",1,0,0
"Ankrd37",127,51,96
"Ankrd40",526,358,592
"Ankrd42",34,35,40
"Ankrd44",20,20,20
"Ankrd45",41,51,55
"Ankrd46",270,260,357
"Ankrd49",288,481,299
"Ankrd50",413,233,590
"Ankrd53",2,0,0
"Ankrd54",246,161,277
"Ankrd55",0,4,0
"Ankrd6",83,81,123
"Ankrd60",0,0,0
"Ankrd61",1,2,5
"Ankrd63",11,13,5
"Ankrd65",1,0,0
"Ankrd66",1,3,0
"Ankrd7",1,1,1
"Ankrd9",28,45,27
"Anks1",130,83,191
"Anks1b",2,3,0
"Anks3",122,88,133
"Anks4b",2,4,0
"Anks6",13,10,23
"Ankub1",0,0,0
"Ankzf1",168,172,156
"Anln",539,301,678
"Ano1",6,10,7
"Ano10",54,63,60
"Ano2",4,4,3
"Ano3",0,0,0
"Ano4",7,5,12
"Ano5",7,9,7
"Ano6",297,234,269
"Ano7",1,3,2
"Ano8",19,20,24
"Ano9",15,14,16
"Anp32a",2280,1866,3009
"Anp32b",7663,4873,8385
"Anp32e",2505,2143,3649
"Anpep",107,91,173
"Antxr1",73,79,119
"Antxr2",45,53,46
"Antxrl",0,1,0
"Anxa10",0,0,0
"Anxa11",2,6,1
"Anxa13",0,0,1
"Anxa2",963,544,745
"Anxa3",98,68,93
"Anxa4",131,52,96
"Anxa6",273,213,291
"Anxa7",758,452,891
"Anxa8",2,1,0
"Anxa9",8,17,13
"Aoah",7,2,5
"Aoc1",0,1,2
"Aoc2",33,20,40
"Aoc3",8,6,10
"Aox1",0,1,1
"Aox2",0,2,0
"Aox3",1,0,1
"Aox4",0,7,1
"Ap1ar",307,222,391
"Ap1b1",512,476,590
"Ap1g1",851,534,1201
"Ap1g2",70,55,65
"Ap1m1",401,378,461
"Ap1m2",427,355,556
"Ap1s1",372,276,339
"Ap1s3",309,190,598
"Ap2a1",289,310,377
"Ap2b1",476,358,559
"Ap2m1",679,535,998
"Ap3b1",558,527,672
"Ap3b2",6,14,4
"Ap3d1",1014,691,981
"Ap3m1",462,309,679
"Ap3m2",21,23,22
"Ap3s1",162,132,322
"Ap3s2",448,453,579
"Ap4b1",100,108,114
"Ap4e1",143,82,196
"Ap4m1",63,58,73
"Ap4s1",289,207,392
"Ap5b1",13,11,4
"Ap5m1",89,74,150
"Ap5s1",65,66,48
"Ap5z1",78,86,76
"Apba1",1,2,3
"Apba2",25,24,36
"Apbb1",195,192,245
"Apbb2",239,166,315
"Apbb3",62,125,78
"Apc",581,437,654
"Apc2",7,7,5
"Apcdd1",269,191,387
"Apcs",0,0,0
"Apeh",269,235,325
"Apela",288,208,471
"Apex1",3183,2591,4954
"Apex2",295,214,363
"Aph1b",71,80,98
"Aph1c",46,34,72
"Apip",295,267,384
"Apitd1",492,369,498
"Aplf",95,58,128
"Apln",235,170,285
"Aplnr",440,495,619
"Aplp1",54,41,84
"Aplp2",2415,2031,2917
"Apmap",120,82,127
"Apoa1",679,793,903
"Apoa1bp",220,263,297
"Apoa2",31,18,60
"Apoa4",144,102,140
"Apoa5",7,13,1
"Apob",386,391,401
"Apobec1",1,5,1
"Apobec2",4,9,8
"Apobec3",215,152,295
"Apobec4",0,0,0
"Apobr",69,32,40
"Apoc1",416,231,360
"Apoc2;Apoc4;Apoc4-apoc2",675,573,838
"Apoc3",9,7,5
"Apod",2,10,3
"Apoe",2934,2286,3075
"Apof",2,0,0
"Apoh",1,0,0
"Apol10a",0,0,0
"Apol10b",0,0,0
"Apol11a",0,0,0
"Apol11b",0,0,0
"Apol6",0,0,0
"Apol7a",1,0,1
"Apol7b",0,0,0
"Apol7c",0,0,0
"Apol7d",6,21,9
"Apol7e",0,0,0
"Apol8",0,1,0
"Apol9a",0,0,0
"Apol9b",0,0,0
"Apold1",2,3,0
"Apom",204,199,260
"Apon",1,9,5
"Apoo",144,85,267
"App",389,360,521
"Appbp2",522,357,636
"Appbp2os",2,17,0
"Appl1",629,491,796
"Appl2",144,74,150
"Aprt",2584,2114,3288
"Aptx",175,151,188
"Aqp1",1,1,0
"Aqp12",0,0,0
"Aqp2",0,1,0
"Aqp3",57,20,40
"Aqp4",4,2,8
"Aqp5",3,5,4
"Aqp6",0,0,0
"Aqp7",1,5,0
"Aqp8",9,6,18
"Aqp9",1,0,0
"Ar",31,24,42
"Araf",336,256,385
"Arap1",69,45,60
"Arap2",157,79,116
"Arc",16,7,25
"Arcn1;BC050874",1585,988,2026
"Areg",2,2,3
"Arel1;DQ687186",228,217,234
"Arf1",2141,1682,2875
"Arf3",599,441,667
"Arf4",1818,1530,3349
"Arf5",314,338,514
"Arf6",823,691,1164
"Arfgap1",278,186,228
"Arfgap2",303,210,360
"Arfgap3",67,56,76
"Arfgef1",713,520,766
"Arfgef3",17,12,14
"Arfip1;Glt28d2",319,235,454
"Arfip2",265,150,385
"Arfrp1",406,286,476
"Arg1",3,2,11
"Arg2",13,11,23
"Arglu1",1809,858,2508
"Arhgap1",468,342,543
"Arhgap10",172,119,170
"Arhgap11a;mKIAA0013",561,307,643
"Arhgap12",316,219,488
"Arhgap15",0,1,0
"Arhgap15os",0,0,0
"Arhgap19",319,212,461
"Arhgap20",8,17,6
"Arhgap20os",1,0,0
"Arhgap21",532,339,496
"Arhgap22",86,46,66
"Arhgap23",96,61,78
"Arhgap25",1,1,0
"Arhgap26",14,9,16
"Arhgap27",138,95,67
"Arhgap27os3",0,0,0
"Arhgap28",208,177,285
"Arhgap29",404,359,495
"Arhgap30",15,5,7
"Arhgap31",55,18,36
"Arhgap32",133,102,143
"Arhgap33",43,45,49
"Arhgap33os",2,9,2
"Arhgap35",513,388,767
"Arhgap36",22,18,33
"Arhgap39",157,72,212
"Arhgap4",27,13,13
"Arhgap40",0,0,0
"Arhgap42",93,74,102
"Arhgap44",25,19,58
"Arhgap6",34,16,50
"Arhgap8",51,40,62
"Arhgap9",40,36,31
"Arhgdia",3039,2600,3673
"Arhgdib",130,77,92
"Arhgdig",173,126,210
"Arhgef1",260,222,322
"Arhgef10",29,44,42
"Arhgef10l",23,23,17
"Arhgef11",143,71,176
"Arhgef12",317,258,328
"Arhgef15",64,86,63
"Arhgef16",76,43,70
"Arhgef18",182,101,257
"Arhgef19",29,19,38
"Arhgef2",736,480,841
"Arhgef25",179,177,231
"Arhgef33",1,10,1
"Arhgef37",0,0,1
"Arhgef38",0,1,0
"Arhgef39",96,79,117
"Arhgef40",132,137,146
"Arhgef5",156,100,228
"Arhgef6",4,15,10
"Arhgef7",404,309,455
"Arhgef9",13,19,29
"Arid1a",2240,1672,3117
"Arid1b",375,291,618
"Arid2",1133,746,1587
"Arid3a",559,360,440
"Arid3b",600,580,859
"Arid3c",27,20,37
"Arid4a",365,276,477
"Arid5a",33,23,21
"Arid5b",242,179,147
"Arih2",675,407,826
"Arl1",78,66,101
"Arl10",7,2,0
"Arl11",0,1,0
"Arl13a",0,0,0
"Arl14",0,3,2
"Arl14ep",868,629,943
"Arl14epl",0,3,1
"Arl15",57,57,93
"Arl16",190,145,230
"Arl2bp",533,402,621
"Arl3",335,372,546
"Arl4a",198,181,362
"Arl4c",508,349,610
"Arl4d",53,78,68
"Arl5a",342,349,486
"Arl5c",9,8,8
"Arl6",278,209,448
"Arl6ip4",716,594,985
"Arl6ip5",129,80,181
"Arl6ip6",833,577,1391
"Arl8a",72,69,88
"Arl8b",668,475,989
"Arl9",0,0,2
"Armc1",962,749,1382
"Armc10",676,469,978
"Armc12",0,0,0
"Armc2",21,18,22
"Armc3",11,10,10
"Armc4",14,15,15
"Armc5",162,106,193
"Armc6",124,71,147
"Armc7",47,62,42
"Armc8",373,249,513
"Armc9",110,103,156
"Armcx1",244,255,392
"Armcx2",674,611,1060
"Armcx4",280,247,520
"Armcx6",42,51,46
"Armt1",314,325,427
"Arnt2",79,65,114
"Arntl",89,42,71
"Arntl2",17,8,7
"Arpc1a",928,727,1149
"Arpc1b",731,333,553
"Arpc2",3603,2603,4365
"Arpc3",579,524,959
"Arpc4;Ttll3",1489,1020,1858
"Arpc5",1367,888,1673
"Arpc5l",997,713,1276
"Arpin",118,93,107
"Arpp19",2477,2068,3650
"Arpp21",5,3,4
"Arr3",0,0,0
"Arrb1",336,293,425
"Arrdc1",91,45,76
"Arrdc2;BC034910",23,40,25
"Arrdc3",320,1190,410
"Arrdc4",538,550,405
"Arrdc5",0,0,1
"Arsa",89,94,128
"Arsb",16,15,20
"Arsg",9,30,6
"Arsi",0,2,1
"Arsj",2,3,3
"Arsk",54,41,74
"Art1",4,16,5
"Art2a-ps",0,0,0
"Art2b",0,0,0
"Art3",0,2,1
"Art4",2,3,0
"Art5",20,18,8
"Artn",7,12,7
"Arv1",128,127,156
"Arvcf",188,145,180
"Arx",4,2,1
"Arxes1",222,217,277
"Arxes2",214,263,345
"As3mt",161,166,224
"Asah1",188,104,215
"Asah2",4,6,3
"Asap2",257,178,350
"Asap3",17,19,33
"Asb1",59,41,75
"Asb10",6,6,0
"Asb11",0,0,1
"Asb12",0,4,4
"Asb13",118,97,146
"Asb14",1,2,0
"Asb15",0,0,0
"Asb16",0,0,0
"Asb17",0,0,3
"Asb17os",0,1,1
"Asb18",0,0,0
"Asb2",2,14,1
"Asb3",109,81,184
"Asb4",518,659,1220
"Asb5",0,0,1
"Asb6",354,211,478
"Asb7",185,147,227
"Asb8",182,127,126
"Asb9",0,0,0
"Ascc1",159,170,271
"Ascc2",177,118,169
"Ascc3",348,301,431
"Ascl1",1,10,2
"Ascl2",244,72,101
"Ascl3",0,0,0
"Ascl5",0,0,0
"Asf1a",1408,1031,2194
"Asf1b",484,369,584
"Asgr1",6,3,4
"Asgr2",0,3,1
"Ash2l",1291,968,1584
"Asic1",27,13,38
"Asic2",0,2,0
"Asic3",0,2,1
"Asic4",1,2,0
"Asic5",0,1,0
"Asl",241,189,329
"Asmt",0,1,1
"Asna1",761,647,1224
"Asnsd1",1049,931,1349
"Aspa",0,0,2
"Aspdh",2,0,0
"Aspg",74,62,88
"Asphd1",10,6,6
"Asphd2",84,66,85
"Aspm",539,373,589
"Aspn",2,0,0
"Asprv1",1,2,7
"Aspscr1",314,337,436
"Asrgl1",215,259,273
"Ass1",260,126,299
"Aste1",94,44,117
"Astl",0,0,0
"Astn1",30,28,42
"Astn2",11,3,10
"Asun",757,575,1094
"Asxl1",759,469,1137
"Asxl3",53,71,68
"Asz1",0,1,1
"Atad1",743,464,938
"Atad3aos",3,18,9
"Atad5",797,570,972
"Atat1",76,91,157
"Atcay",9,13,15
"Atcayos",0,0,2
"Ate1",362,220,397
"Atf1",728,546,1012
"Atf2",842,539,1218
"Atf5",181,89,219
"Atf6b",173,144,224
"Atf7;Npff",159,93,151
"Atf7ip",494,398,571
"Atf7ip2",121,84,164
"Atg10",18,30,32
"Atg101",505,271,787
"Atg12",695,455,906
"Atg16l1",241,151,299
"Atg16l2",24,25,45
"Atg2a",110,72,152
"Atg2b",275,188,386
"Atg3",316,255,453
"Atg4a",3,2,1
"Atg4b",367,273,449
"Atg4d",154,106,203
"Atg5",607,480,731
"Atg7",110,88,121
"Atg9a",95,75,153
"Atg9b",19,5,16
"Athl1",54,65,60
"Atic",1586,1167,1887
"Atl2",553,364,873
"Atl3",134,164,137
"Atm",658,646,807
"Atmin",436,270,526
"Atn1;Grcc10",774,882,1280
"Atoh1",2,2,7
"Atoh8",35,27,28
"Atox1",1418,1098,2053
"Atp10a",75,69,98
"Atp10b",0,0,0
"Atp11a",41,37,50
"Atp11b",258,173,372
"Atp11c",190,170,272
"Atp12a",6,22,1
"Atp13a1",521,410,625
"Atp13a2",122,92,153
"Atp13a3",874,544,1194
"Atp13a4",0,0,3
"Atp13a5",0,0,0
"Atp1a1",918,691,957
"Atp1a2",16,30,24
"Atp1a4",4,0,1
"Atp1b1",558,464,588
"Atp1b2",204,277,236
"Atp1b4",0,0,0
"Atp2a1",5,14,6
"Atp2a3",8,9,14
"Atp2b1",1075,930,1184
"Atp2b2",3,5,4
"Atp2b3",1,1,1
"Atp2c2",11,17,10
"Atp4a",8,9,8
"Atp4b",0,0,0
"Atp5a1",8120,6400,11223
"Atp5b",12424,9890,17390
"Atp5c1",3384,2786,5019
"Atp5d",3129,2674,4085
"Atp5e",2130,2053,3465
"Atp5f1",4896,3496,6863
"Atp5g3",7273,5668,11320
"Atp5h",2058,1822,3729
"Atp5k",1879,2107,3037
"Atp5o",3077,2887,4797
"Atp5s",47,49,56
"Atp5sl",482,458,551
"Atp6ap1",332,297,459
"Atp6ap1l",0,0,0
"Atp6ap2",390,331,668
"Atp6v0a2",275,231,326
"Atp6v0b",506,437,688
"Atp6v0d1",745,597,977
"Atp6v0d2",0,0,0
"Atp6v0e",706,553,1044
"Atp6v0e2",28,19,43
"Atp6v1a;BC050135",1093,908,1288
"Atp6v1b1",0,1,1
"Atp6v1b2",913,691,1277
"Atp6v1c1",654,431,832
"Atp6v1c2",2,8,9
"Atp6v1d",845,675,1226
"Atp6v1e1",788,647,1124
"Atp6v1e2",0,0,0
"Atp6v1f",1176,1009,2023
"Atp6v1g1",617,448,873
"Atp6v1g2",14,17,9
"Atp6v1g3",0,0,0
"Atp6v1h",482,395,706
"Atp7b",2,4,5
"Atp8a1",82,71,139
"Atp8a2",5,4,8
"Atp8b1",8,2,10
"Atp8b2",146,107,246
"Atp8b3",35,22,24
"Atp8b4",0,0,0
"Atp8b5",4,4,5
"Atpaf1",8,13,16
"Atpaf2",324,259,313
"Atpif1",2824,2665,4398
"Atr",287,287,380
"Atraid",178,170,191
"Atrip;Trex1",209,182,262
"Atrn",63,61,46
"Atrnl1",93,85,152
"Atxn1",5,4,7
"Atxn10",2493,1824,3001
"Atxn1l",237,167,373
"Atxn2",768,361,1283
"Atxn2l",942,696,1304
"Atxn3",316,220,347
"Atxn7",140,106,161
"Atxn7l1",154,137,172
"Atxn7l1os2",0,0,0
"Atxn7l2",98,94,154
"Atxn7l3",301,180,349
"Atxn7l3b",2342,2497,2569
"Auh",120,121,157
"Aunip",188,122,228
"Aup1",367,297,442
"Aurka",923,729,1356
"Aurkaip1",1323,1017,1543
"Aurkb",586,486,884
"Aurkc",2,0,0
"Auts2",621,445,662
"Aven",351,215,504
"Avil",1,17,3
"Avl9",189,113,332
"Avp",0,0,0
"Avpi1",240,183,221
"Avpr1a",3,3,4
"Avpr1b",4,15,3
"Avpr2",0,0,0
"Awat1",0,0,0
"Awat2",14,12,14
"Axdnd1",0,2,3
"Axin1",536,289,684
"Axin2",543,299,806
"Axl",27,30,25
"Aym1",0,1,0
"Azgp1",0,0,0
"Azi2",325,220,443
"Azin2",6,5,5
"B2m;BC002288",480,360,668
"B3galnt1",51,71,55
"B3galt1",12,6,21
"B3galt2",0,0,1
"B3galt4",15,4,13
"B3galt5",5,1,2
"B3galt6",68,84,88
"B3gat1",3,4,4
"B3gat2",3,2,4
"B3glct",227,189,241
"B3gnt2;Commd1",1057,815,1753
"B3gnt3",18,4,6
"B3gnt4",12,11,4
"B3gnt5",425,933,438
"B3gnt6",0,1,0
"B3gnt7",506,343,436
"B3gnt8",13,14,11
"B3gnt9",4,8,4
"B3gntl1",97,111,78
"B4galnt1",91,66,63
"B4galnt2",11,13,29
"B4galnt3",2,2,0
"B4galnt4",46,69,73
"B4galt1",316,223,363
"B4galt2;Ccdc24",160,122,213
"B4galt3",231,151,352
"B4galt4",20,23,40
"B4galt5",399,222,315
"B4galt6",305,207,383
"B4galt7",108,100,120
"B4gat1;BC115668;Brms1",463,369,560
"B9d1",389,338,551
"B9d2",85,72,132
"BB014433",0,0,0
"BB019430",0,0,0
"BB031773",0,0,0
"BB123696",0,0,0
"BB283400",2,7,2
"BB287469",0,0,0
"BB557941",1,1,1
"BC002221;Celf1",2285,1477,2896
"BC003331",227,249,257
"BC003348",280,195,387
"BC003965",530,354,672
"BC004004",261,265,308
"BC005537",423,353,432
"BC005561",393,326,460
"BC005624",271,227,380
"BC006965;BC038907",0,0,0
"BC010246;Plekha5",567,376,756
"BC016548",0,0,0
"BC016579",20,6,13
"BC017643",215,158,273
"BC018454",1,3,1
"BC018473",0,0,0
"BC019819",6,3,0
"BC020069",2,0,0
"BC020276;Glo1",951,722,1388
"BC020394;Chmp4c",87,62,102
"BC020402",18,26,16
"BC021503",12,7,7
"BC021614",2,0,1
"BC021767",25,12,15
"BC021891",6,5,9
"BC022687",47,54,59
"BC023105",0,0,1
"BC023483",9,10,16
"BC023719",13,4,126
"BC024139;Eppk1",9,5,9
"BC024386",0,3,4
"BC024416",45,56,66
"BC024571;Itga6",420,271,536
"BC024978",38,17,43
"BC025055",0,0,0
"BC025067;BC096391;Snhg8",749,712,1802
"BC025195",44,43,41
"BC025446",9,5,12
"BC025919",3,3,2
"BC025920",22,36,11
"BC026208",55,51,94
"BC026585",6,7,15
"BC026600",27,11,28
"BC027072",0,0,0
"BC027544",0,0,1
"BC027545;BC075671",58,53,73
"BC027568",4,3,6
"BC027664",0,0,0
"BC027670",0,0,0
"BC027685",2,5,3
"BC027703",0,0,3
"BC028528",19,16,31
"BC028808",1,0,0
"BC029214",25,22,28
"BC029722",128,104,163
"BC029853",2,8,0
"BC030336",274,163,456
"BC030469",0,0,0
"BC030499",5,38,6
"BC030500",6,4,5
"BC030867",198,114,262
"BC030870",0,0,0
"BC031181",717,642,944
"BC031361",7,12,8
"BC031451",0,0,0
"BC031503",21,16,21
"BC034090",36,15,44
"BC034889;M34969;Tcrg",0,0,0
"BC035044",0,1,0
"BC035304;Ttc9c",618,312,1085
"BC035532",142,114,138
"BC035947",4,4,6
"BC037034",59,25,64
"BC037156",0,0,0
"BC037704",15,34,12
"BC038063",254,205,254
"BC038328;Rslcan18;Zfp708",35,60,35
"BC038474",63,44,76
"BC038600;Kcnj9",2,2,5
"BC038906;Cds1",72,25,66
"BC038927;Csprs;M55219",1,0,0
"BC038929",0,0,0
"BC039192;Igfbp5",59,68,60
"BC039754",0,1,3
"BC039771",18,23,24
"BC039791",6,5,7
"BC039798;Btbd10",192,129,295
"BC039940",0,3,2
"BC039966",0,1,0
"BC039997;BC049352",0,0,1
"BC040078",0,1,3
"BC040754",0,0,0
"BC040817",0,1,1
"BC040820",0,0,0
"BC042407",0,1,0
"BC042727",2,2,4
"BC042761",0,0,0
"BC042783",2,2,9
"BC044745",4,6,19
"BC044868",1,3,0
"BC046251",1,0,0
"BC046508",0,0,0
"BC047062",1,1,3
"BC047460;Hus1",335,258,432
"BC048080",6,1,2
"BC048393",0,0,0
"BC048502",0,0,2
"BC048507",1,2,3
"BC048519",0,0,1
"BC048546",0,2,1
"BC048559",0,0,0
"BC048562",1,0,0
"BC048601",0,0,0
"BC048602",0,1,0
"BC048609",0,0,0
"BC048644",1,0,1
"BC048671",0,0,0
"BC048679",0,0,0
"BC048720",2,10,4
"BC048761",0,0,0
"BC048764",0,0,0
"BC048765",0,3,0
"BC048859;Phf21b",81,97,99
"BC049150",13,11,20
"BC049265;Tub",22,26,37
"BC049716;DQ565155",0,0,0
"BC049717",0,0,0
"BC049730",54,199,79
"BC049735",0,7,0
"BC049760",1,15,3
"BC049762",1,11,2
"BC049805",25,27,26
"BC049860;Ppp3cb",673,456,975
"BC049922;Pm20d1",21,16,18
"BC050122",11,39,28
"BC050184;Ube3c",459,298,643
"BC050214;Triml2",115,48,66
"BC050972",0,1,0
"BC051019",2,6,1
"BC051062;Rtca",923,668,1290
"BC051142",9,14,10
"BC051212",8,13,8
"BC051226",27,16,16
"BC051516",0,0,0
"BC051525",0,0,0
"BC051537",0,1,0
"BC051552;Rem1",4,18,7
"BC051628",1,3,1
"BC051665",0,0,0
"BC052040",198,198,293
"BC052545",0,0,0
"BC052634;Wdyhv1",248,144,332
"BC052688",0,0,0
"BC052761",10,5,26
"BC053393",1,0,0
"BC053974;Usp3",593,521,729
"BC053977",0,0,0
"BC054124",7,7,8
"BC054353",16,35,51
"BC054394;Kcnb1",32,44,26
"BC055324",431,288,646
"BC055402",0,0,0
"BC055823;Rhot1",384,252,468
"BC056163",0,0,0
"BC056457;Myt1l",5,2,11
"BC057381;Tcp11l1",35,31,44
"BC057675",1,0,0
"BC058197;Capn3;Ganc",73,82,50
"BC058545;Cep95",203,159,278
"BC060302",0,0,0
"BC061195",0,0,0
"BC061212",0,0,0
"BC061237",0,0,0
"BC062254",5,9,2
"BC062895",10,7,25
"BC064032",44,30,47
"BC064078",2,0,6
"BC064103",421,174,603
"BC065397",32,45,48
"BC065403",0,0,0
"BC067033",1,0,0
"BC067074",18,42,13
"BC067249",1,1,1
"BC068281",84,56,115
"BC069935",0,0,0
"BC071190",0,0,0
"BC072643",0,0,0
"BC075635",2,2,1
"BC075659",16,24,7
"BC078455;Bcdin3d",163,238,137
"BC079612",0,2,1
"BC079901",1,1,2
"BC079904",0,3,7
"BC080695",0,0,0
"BC080696",0,0,0
"BC082591",0,3,0
"BC082781",3,5,2
"BC083502;Pms2;Rsph10b",317,274,358
"BC086760",65,53,38
"BC089491",6,5,8
"BC089597",0,0,0
"BC092382;Trrap",593,527,766
"BC094052;Rrnad1",142,133,144
"BC094257;Cfap57",12,18,15
"BC094334",45,31,46
"BC094408",0,0,0
"BC094452;Inhbe",16,8,5
"BC094642",0,0,0
"BC094916",0,0,0
"BC094917",1,2,0
"BC095938",16,10,15
"BC096025;Lonrf2",0,5,3
"BC096037",8,4,5
"BC096410;Spag9",313,227,348
"BC096455;Iqsec1",163,78,163
"BC098488;Nfat5",323,212,471
"BC099513",0,1,0
"BC099526",1,3,1
"BC099561",0,2,0
"BC099602;Svil",91,65,99
"BC099611;Hivep3;Krc",4,6,5
"BC100451",1,0,0
"BC100491",1,1,0
"BC100494",0,0,0
"BC100510",0,0,0
"BC100523",0,0,0
"BC100530",0,0,0
"BC100532;Coro6",0,0,0
"BC106170;Mmd",194,187,305
"BC106179",14,14,9
"BC106814",0,0,0
"BC106985",0,0,0
"BC107364",0,0,1
"BC108272",0,0,0
"BC108341",0,0,0
"BC114417",0,0,0
"BC115444;Kif26a",187,142,169
"BC115862",0,0,1
"BC116202",0,1,0
"BC116387",0,0,0
"BC117090",0,0,0
"BC119421",0,0,0
"BC125002",5,17,10
"BC126883",0,0,0
"BC126955",1,0,1
"BC127131",0,0,0
"BC132257",0,0,0
"BC145376",0,0,0
"BC147413;Rdx",3878,3049,4187
"BC147527",0,0,0
"BC152372;Col5a1",51,80,69
"BQ-short",0,0,0
"Baalc",3,1,4
"Baat",0,3,2
"Babam1",527,490,757
"Bace1",149,113,161
"Bace2",32,38,48
"Bach2",71,53,98
"Bach2os",0,0,1
"Bad",140,132,163
"Bag1",1235,1058,1889
"Bag2",302,267,344
"Bag3",417,287,720
"Bag4",584,435,907
"Bag5",252,155,347
"Bag6",1645,1350,2013
"Bahd1",223,130,283
"Baiap2",126,59,98
"Baiap2l1",225,132,258
"Baiap2l2",34,49,32
"Bambi",469,418,931
"Bambi-ps1",4,6,3
"Banf1",3152,3126,4883
"Banf2",0,1,1
"Bank1",1,2,0
"Banp",220,192,616
"Bap1",688,549,967
"Bard1",358,276,405
"Barhl1",2,3,1
"Barhl2",1,2,9
"Barx1",10,5,16
"Barx2",1,5,1
"Basp1",4347,2680,4763
"Batf",5,7,4
"Batf2",0,0,0
"Batf3",42,14,39
"Bax",727,636,1004
"Baz1a",604,241,706
"Baz2a",1241,792,1169
"Baz2b",491,324,534
"Bbc3",54,17,68
"Bbof1",5,35,20
"Bbox1",0,0,0
"Bbs1",75,84,93
"Bbs10",50,99,61
"Bbs12",69,54,66
"Bbs2",58,57,90
"Bbs4",182,189,170
"Bbs5",176,129,211
"Bbs7",98,81,91
"Bbs9",56,46,73
"Bbx",1098,939,1208
"Bc1",1,0,0
"Bcam",124,115,128
"Bcan",5,9,2
"Bcap29",126,186,133
"Bcap31",811,704,1142
"Bcar1",415,238,634
"Bcar3",156,103,188
"Bcas1",20,20,25
"Bcas1os2",0,0,0
"Bcas2",1372,1336,2150
"Bcas3",153,119,190
"Bcas3os1",0,0,0
"Bcat1",1789,1105,2201
"Bcat2",142,87,223
"Bccip",1307,1034,2148
"Bche",29,69,33
"Bckdha",168,106,314
"Bckdhb",432,370,634
"Bckdk",394,388,579
"Bcl11a",178,157,190
"Bcl11b",58,121,61
"Bcl2",67,39,55
"Bcl2a1a",0,0,0
"Bcl2a1b",0,0,0
"Bcl2a1c",0,0,0
"Bcl2a1d",0,0,0
"Bcl2l1",386,293,372
"Bcl2l10",0,0,1
"Bcl2l11",322,266,385
"Bcl2l12",192,266,254
"Bcl2l13",679,440,1076
"Bcl2l14",5,5,7
"Bcl2l15",1,4,6
"Bcl2l2",136,50,126
"Bcl3",29,16,17
"Bcl6",11,9,15
"Bcl6b",21,22,15
"Bcl7a",193,195,178
"Bcl7b",240,219,358
"Bcl7c",218,135,257
"Bcl9",345,267,398
"Bcl9l",165,107,159
"Bclaf1",3206,2085,4274
"Bco1",15,14,8
"Bco2",0,2,0
"Bcor",1113,831,800
"Bcorl1",137,91,90
"Bcr",459,208,461
"Bcs1l",176,129,237
"Bdh1",47,41,77
"Bdh2",7,13,20
"Bdkrb1",0,0,0
"Bdkrb2",1,0,0
"Bdnf",59,32,65
"Bdp1",815,449,935
"Bean1",5,5,3
"Becn1",513,412,681
"Becn2",0,2,1
"Begain",9,6,13
"Bend3",781,637,989
"Bend4",563,446,598
"Bend5",90,72,159
"Bend6",4,13,11
"Bend7",96,46,104
"Best1",0,3,5
"Best2",1,0,0
"Bet1",239,221,394
"Bet1l",289,247,267
"Bfsp1",4,8,6
"Bfsp2",0,0,0
"Bglap",0,1,0
"Bglap2;Bglap3",3,2,1
"Bgn",22,16,17
"Bhlha15",6,7,5
"Bhlha9",0,1,0
"Bhlhb9;Gprasp2",434,388,633
"Bhlhe22",0,1,6
"Bhlhe23",1,3,3
"Bhlhe40",68,36,27
"Bhlhe41",51,48,69
"Bhmt",1,3,2
"Bhmt2",13,8,8
"Bicc1",53,54,60
"Bicd2",120,73,156
"Bid",179,156,277
"Bik",12,13,18
"Bin1",352,282,439
"Bin3",100,97,142
"Birc2",212,223,181
"Birc3",25,14,17
"Birc5",1825,1482,2717
"Birc6",1036,816,1164
"Birc7",1,1,0
"Bivm",233,211,305
"Blcap",194,132,227
"Blk",0,0,0
"Blm",700,548,893
"Blmh",1353,1257,1766
"Blnk",6,16,8
"Bloc1s1",514,497,805
"Bloc1s2",246,199,380
"Bloc1s3",47,34,44
"Bloc1s4",195,98,283
"Bloc1s5",103,93,112
"Bloc1s6",468,467,566
"Bloodlinc",0,0,0
"Blvra",215,117,132
"Blvrb",104,112,176
"Blzf1",230,157,325
